CHR,START,END,ENTREZ,r01_100kb_count,r03_100kb_count,r05_100kb_count,all_SNPs_100kb,r01_10kb_count,r03_10kb_count,r05_10kb_count,all_SNPs_10kb,GENE_SIZE,ratio_r01_100kb,ratio_r03_100kb,ratio_r05_100kb,ratio_allSNPs_100kb,ratio_r01_10kb,ratio_r03_10kb,ratio_r05_10kb,ratio_all_SNPs_10kb
chr16,1140005,1146244,390664,37,79,137,1246,7,14,25,184,6239,0.02%,0.04%,0.07%,0.60%,0.03%,0.05%,0.10%,0.70%
chr9,137208944,137332431,6256,58,114,167,1554,19,24,38,579,123487,0.02%,0.04%,0.05%,0.48%,0.01%,0.02%,0.03%,0.40%
chr14,21108855,21109850,341799,36,100,159,1086,5,12,19,142,995,0.02%,0.05%,0.08%,0.54%,0.02%,0.06%,0.09%,0.68%
chr19,53769929,53770972,317703,36,88,146,1239,5,7,14,119,1043,0.02%,0.04%,0.07%,0.62%,0.02%,0.03%,0.07%,0.57%
chr11,5410607,5411664,390059,36,108,152,1656,4,12,17,204,1057,0.02%,0.05%,0.08%,0.82%,0.02%,0.06%,0.08%,0.97%
chr10,5237425,5260912,1109,40,89,142,1542,7,18,29,304,23487,0.02%,0.04%,0.06%,0.69%,0.02%,0.04%,0.07%,0.70%
chr11,6340176,6341877,112464,36,86,115,736,2,6,10,113,1701,0.02%,0.04%,0.06%,0.36%,0.01%,0.03%,0.05%,0.52%
chr22,44568836,44615413,64098,44,110,166,1263,9,24,41,369,46577,0.02%,0.04%,0.07%,0.51%,0.01%,0.04%,0.06%,0.55%
chr16,81134480,81253975,114780,57,112,169,2068,35,73,115,1246,119495,0.02%,0.04%,0.05%,0.65%,0.03%,0.05%,0.08%,0.89%
chr8,6728097,6735544,1672,37,93,163,1560,6,15,27,311,7447,0.02%,0.04%,0.08%,0.75%,0.02%,0.05%,0.10%,1.13%
chr19,54663846,54676944,147798,38,118,167,1127,3,14,17,152,13098,0.02%,0.06%,0.08%,0.53%,0.01%,0.04%,0.05%,0.46%
chr17,9813926,10101868,8522,87,211,340,2573,56,126,199,1554,287942,0.02%,0.04%,0.07%,0.53%,0.02%,0.04%,0.06%,0.50%
chr19,55525073,55549632,51206,40,91,147,1311,8,18,32,333,24559,0.02%,0.04%,0.07%,0.58%,0.02%,0.04%,0.07%,0.75%
chr3,8661086,8786726,51066,58,150,232,1709,30,88,137,785,125640,0.02%,0.05%,0.07%,0.52%,0.02%,0.06%,0.09%,0.54%
chr19,51364824,51383823,3817,39,103,156,1212,10,18,29,249,18999,0.02%,0.05%,0.07%,0.55%,0.03%,0.05%,0.07%,0.64%
chr3,8792094,8811314,5021,39,110,169,1226,11,22,33,210,19220,0.02%,0.05%,0.08%,0.56%,0.03%,0.06%,0.08%,0.54%
chr19,51226586,51228974,6320,36,95,140,880,0,5,8,59,2388,0.02%,0.05%,0.07%,0.43%,0.00%,0.02%,0.04%,0.26%
chr17,9725523,9795419,9340,48,102,155,1361,15,43,60,481,69896,0.02%,0.04%,0.06%,0.50%,0.02%,0.05%,0.07%,0.54%
chr14,20937113,20945253,4860,37,101,153,986,9,15,21,120,8140,0.02%,0.05%,0.07%,0.47%,0.03%,0.05%,0.07%,0.43%
chr3,3190676,3221394,51185,41,116,181,1344,1,6,9,282,30718,0.02%,0.05%,0.08%,0.58%,0.00%,0.01%,0.02%,0.56%
chr8,1703944,1734738,2055,41,104,165,1326,7,15,15,206,30794,0.02%,0.05%,0.07%,0.57%,0.01%,0.03%,0.03%,0.41%
chr22,45098355,45258665,23779,64,162,265,2329,41,110,173,1406,160310,0.02%,0.04%,0.07%,0.65%,0.02%,0.06%,0.10%,0.78%
chr20,1206700,1277065,642636,48,102,148,979,16,26,38,321,70365,0.02%,0.04%,0.05%,0.36%,0.02%,0.03%,0.04%,0.36%
chr16,77756411,77776157,283927,39,86,162,1338,9,17,33,337,19746,0.02%,0.04%,0.07%,0.61%,0.02%,0.04%,0.08%,0.85%
chr3,195447753,195467994,200958,39,91,139,955,8,11,16,152,20241,0.02%,0.04%,0.06%,0.43%,0.02%,0.03%,0.04%,0.38%
chr10,3818188,3827473,1316,37,83,133,1063,2,11,21,132,9285,0.02%,0.04%,0.06%,0.51%,0.01%,0.04%,0.07%,0.45%
chr19,6752171,6767599,10045,38,94,137,994,5,12,16,118,15428,0.02%,0.04%,0.06%,0.46%,0.01%,0.03%,0.05%,0.33%
chr19,685521,695460,400668,37,129,225,1476,1,9,21,220,9939,0.02%,0.06%,0.11%,0.70%,0.00%,0.03%,0.07%,0.73%
chr4,183811213,183839089,1635,40,75,124,1167,6,12,22,259,27876,0.02%,0.03%,0.05%,0.51%,0.01%,0.03%,0.05%,0.54%
chr19,54677107,54693733,79143,38,119,169,1207,2,16,23,182,16626,0.02%,0.05%,0.08%,0.56%,0.01%,0.04%,0.06%,0.50%
chr1,15479028,15546976,55092,47,96,153,1435,8,23,42,524,67948,0.02%,0.04%,0.06%,0.54%,0.01%,0.03%,0.05%,0.60%
chr17,3511556,3539616,23729,40,101,154,1373,11,28,47,437,28060,0.02%,0.04%,0.07%,0.60%,0.02%,0.06%,0.10%,0.91%
chr17,76419778,76573476,8632,62,162,252,1923,34,91,150,1104,153698,0.02%,0.05%,0.07%,0.54%,0.02%,0.05%,0.09%,0.64%
chr19,983174,994569,57418,37,105,176,1272,7,13,24,234,11395,0.02%,0.05%,0.08%,0.60%,0.02%,0.04%,0.08%,0.75%
chr8,12803151,12889012,57604,50,106,162,1727,14,40,73,774,85861,0.02%,0.04%,0.06%,0.60%,0.01%,0.04%,0.07%,0.73%
chr2,228474806,228498036,56918,39,84,119,1317,8,23,31,400,23230,0.02%,0.04%,0.05%,0.59%,0.02%,0.05%,0.07%,0.93%
chr21,43483068,43563563,89766,49,107,183,1552,16,44,87,668,80495,0.02%,0.04%,0.07%,0.55%,0.02%,0.04%,0.09%,0.66%
chr17,76374721,76421195,9489,43,110,187,1375,6,18,28,376,46474,0.02%,0.04%,0.08%,0.56%,0.01%,0.03%,0.04%,0.57%
chr15,25200133,25223729,8926,39,125,194,1678,25,91,146,842,23596,0.02%,0.06%,0.09%,0.75%,0.06%,0.21%,0.33%,1.93%
chr15,25200133,25223729,6638,39,125,194,1678,25,91,146,842,23596,0.02%,0.06%,0.09%,0.75%,0.06%,0.21%,0.33%,1.93%
chr22,18900294,18924066,5625,39,77,109,956,4,11,26,239,23772,0.02%,0.03%,0.05%,0.43%,0.01%,0.03%,0.06%,0.55%
chr11,55594695,55595630,26338,35,73,127,1252,1,3,5,73,935,0.02%,0.04%,0.06%,0.62%,0.00%,0.01%,0.02%,0.35%
chr11,55702932,55703876,10798,35,82,151,1410,5,11,15,142,944,0.02%,0.04%,0.08%,0.70%,0.02%,0.05%,0.07%,0.68%
chr11,5152922,5153872,390054,35,70,103,1296,2,3,9,54,950,0.02%,0.03%,0.05%,0.64%,0.01%,0.01%,0.04%,0.26%
chr19,51499263,51505967,11202,36,99,156,1059,1,4,6,133,6704,0.02%,0.05%,0.08%,0.51%,0.00%,0.01%,0.02%,0.50%
chr11,55606228,55607214,390144,35,74,126,1243,1,5,10,83,986,0.02%,0.04%,0.06%,0.62%,0.00%,0.02%,0.05%,0.40%
chr11,55587086,55588073,219438,35,74,126,1246,2,3,5,82,987,0.02%,0.04%,0.06%,0.62%,0.01%,0.01%,0.02%,0.39%
chr11,50003009,50004071,283093,35,53,81,1023,3,4,6,83,1062,0.02%,0.03%,0.04%,0.51%,0.01%,0.02%,0.03%,0.39%
chr1,1109264,1133315,254173,39,67,93,1228,8,14,23,273,24051,0.02%,0.03%,0.04%,0.55%,0.02%,0.03%,0.05%,0.62%
chr19,15783567,15807984,66002,39,91,144,1541,14,32,42,382,24417,0.02%,0.04%,0.06%,0.69%,0.03%,0.07%,0.09%,0.86%
chr17,76170160,76183314,7083,37,98,154,1118,4,10,14,186,13154,0.02%,0.05%,0.07%,0.52%,0.01%,0.03%,0.04%,0.56%
chr19,751126,764319,126353,37,114,193,1345,6,16,26,205,13193,0.02%,0.05%,0.09%,0.63%,0.02%,0.05%,0.08%,0.62%
chr19,52196593,52215640,147650,38,94,164,1139,10,18,25,183,19047,0.02%,0.04%,0.07%,0.52%,0.03%,0.05%,0.06%,0.47%
chr16,88493879,88507165,84627,37,75,109,913,10,16,22,143,13286,0.02%,0.04%,0.05%,0.43%,0.03%,0.05%,0.07%,0.43%
chr19,51479729,51487355,5650,36,95,146,1064,4,12,16,126,7626,0.02%,0.05%,0.07%,0.51%,0.01%,0.04%,0.06%,0.46%
chr20,1290619,1309883,27111,38,80,125,891,7,17,29,170,19264,0.02%,0.04%,0.06%,0.41%,0.02%,0.04%,0.07%,0.43%
chr4,185939995,185941958,391723,35,77,125,1050,3,9,9,120,1963,0.02%,0.04%,0.06%,0.52%,0.01%,0.04%,0.04%,0.55%
chr19,6737936,6751537,9322,37,94,141,1016,4,11,19,126,13601,0.02%,0.04%,0.07%,0.48%,0.01%,0.03%,0.06%,0.37%
chr18,5289018,5297052,7541,36,76,115,1023,4,11,16,140,8034,0.02%,0.04%,0.06%,0.49%,0.01%,0.04%,0.06%,0.50%
chr9,132565432,132573560,27348,36,65,85,1204,2,6,8,105,8128,0.02%,0.03%,0.04%,0.58%,0.01%,0.02%,0.03%,0.37%
chr10,81838402,81852313,80195,37,82,126,1275,3,5,11,133,13911,0.02%,0.04%,0.06%,0.60%,0.01%,0.01%,0.03%,0.39%
chr17,79091095,79139877,9625,43,93,158,1384,11,26,44,397,48782,0.02%,0.04%,0.06%,0.56%,0.02%,0.04%,0.06%,0.58%
chr19,1597171,1605480,10975,36,76,124,948,1,4,7,109,8309,0.02%,0.04%,0.06%,0.46%,0.00%,0.01%,0.02%,0.39%
chr19,48533210,48547310,56344,37,82,124,1121,4,12,23,232,14100,0.02%,0.04%,0.06%,0.52%,0.01%,0.04%,0.07%,0.68%
chr14,20923350,20925927,328,35,96,147,946,3,9,8,80,2577,0.02%,0.05%,0.07%,0.47%,0.01%,0.04%,0.04%,0.35%
chr11,448268,491393,81490,42,93,146,1324,9,25,33,292,43125,0.02%,0.04%,0.06%,0.54%,0.01%,0.04%,0.05%,0.46%
chr16,855443,863861,388199,36,79,119,1355,3,12,16,208,8418,0.02%,0.04%,0.06%,0.65%,0.01%,0.04%,0.06%,0.73%
chr16,88519725,88603424,161882,49,115,180,1447,19,41,61,548,83699,0.02%,0.04%,0.06%,0.51%,0.02%,0.04%,0.06%,0.53%
chr17,3468738,3500392,7442,40,101,154,1373,11,28,47,437,31654,0.02%,0.04%,0.07%,0.59%,0.02%,0.05%,0.09%,0.85%
chr14,95027779,95059457,5104,40,118,185,1330,7,23,38,336,31678,0.02%,0.05%,0.08%,0.57%,0.01%,0.04%,0.07%,0.65%
chr19,1609291,1652604,6929,42,93,151,1034,4,15,20,196,43313,0.02%,0.04%,0.06%,0.42%,0.01%,0.02%,0.03%,0.31%
chr9,132589569,132598142,51759,36,64,82,1218,5,8,8,171,8573,0.02%,0.03%,0.04%,0.58%,0.02%,0.03%,0.03%,0.60%
chr22,44351301,44406411,25813,44,113,175,1133,10,27,42,312,55110,0.02%,0.04%,0.07%,0.44%,0.01%,0.04%,0.06%,0.42%
chr1,1138888,1142071,8784,35,59,82,1149,2,3,6,107,3183,0.02%,0.03%,0.04%,0.57%,0.01%,0.01%,0.03%,0.46%
chr18,11882621,11909222,65258,39,80,120,1278,14,33,48,297,26601,0.02%,0.04%,0.05%,0.56%,0.03%,0.07%,0.10%,0.64%
chr2,20760208,20850849,64342,50,114,171,1319,20,49,67,577,90641,0.02%,0.04%,0.06%,0.45%,0.02%,0.04%,0.06%,0.52%
chr19,1000418,1009731,116444,36,100,171,1289,4,15,23,260,9313,0.02%,0.05%,0.08%,0.62%,0.01%,0.05%,0.08%,0.89%
chr19,53761545,53765090,317701,35,82,134,1216,3,7,12,128,3545,0.02%,0.04%,0.07%,0.60%,0.01%,0.03%,0.05%,0.54%
chr19,54693789,54697585,79042,35,112,160,1166,4,11,19,127,3796,0.02%,0.05%,0.08%,0.57%,0.02%,0.05%,0.08%,0.53%
chr10,81272357,81276188,143244,35,76,121,1235,2,5,9,127,3831,0.02%,0.04%,0.06%,0.61%,0.01%,0.02%,0.04%,0.53%
chr19,56511092,56573179,126206,45,136,218,1573,25,79,135,682,62087,0.02%,0.05%,0.08%,0.60%,0.03%,0.10%,0.16%,0.83%
chr17,76227391,76237068,283999,36,115,178,1204,5,19,26,162,9677,0.02%,0.05%,0.08%,0.57%,0.02%,0.06%,0.09%,0.55%
chr14,20925878,20929771,90809,35,98,151,949,4,10,10,80,3893,0.02%,0.05%,0.07%,0.47%,0.02%,0.04%,0.04%,0.33%
chr11,134248398,134281812,27087,40,102,150,1159,10,20,29,265,33414,0.02%,0.04%,0.06%,0.50%,0.02%,0.04%,0.05%,0.50%
chr2,241065980,241076224,150678,36,95,132,1257,1,6,10,222,10244,0.02%,0.05%,0.06%,0.60%,0.00%,0.02%,0.03%,0.73%
chr19,54618837,54635140,26121,37,116,170,1178,8,20,28,163,16303,0.02%,0.05%,0.08%,0.54%,0.02%,0.06%,0.08%,0.45%
chr20,306207,310865,6666,35,97,144,1154,3,7,11,120,4658,0.02%,0.05%,0.07%,0.56%,0.01%,0.03%,0.04%,0.49%
chr19,51600863,51611627,90353,36,82,124,812,4,12,22,128,10764,0.02%,0.04%,0.06%,0.39%,0.01%,0.04%,0.07%,0.42%
chr19,52216365,52227247,3036,36,90,154,1073,11,21,30,169,10882,0.02%,0.04%,0.07%,0.51%,0.04%,0.07%,0.10%,0.55%
chr19,54382444,54410906,5582,39,102,153,1014,6,13,15,172,28462,0.02%,0.04%,0.07%,0.44%,0.01%,0.03%,0.03%,0.35%
chr19,1752372,1780987,390874,39,90,137,939,9,26,35,207,28615,0.02%,0.04%,0.06%,0.41%,0.02%,0.05%,0.07%,0.43%
chr14,23235731,23241007,5018,35,75,120,891,11,20,29,115,5276,0.02%,0.04%,0.06%,0.43%,0.04%,0.08%,0.11%,0.45%
chr19,54412589,54447195,59284,40,103,144,1040,9,26,29,183,34606,0.02%,0.04%,0.06%,0.44%,0.02%,0.05%,0.05%,0.34%
chr16,83932731,83949787,23417,37,83,129,1600,5,10,19,228,17056,0.02%,0.04%,0.06%,0.74%,0.01%,0.03%,0.05%,0.62%
chr16,8874241,8891505,25880,37,86,148,1433,5,12,23,248,17264,0.02%,0.04%,0.07%,0.66%,0.01%,0.03%,0.06%,0.67%
chr1,236681300,236716281,3964,40,83,123,1555,17,29,35,399,34981,0.02%,0.04%,0.05%,0.66%,0.03%,0.05%,0.06%,0.73%
chr16,83841448,83853342,3281,36,77,143,1462,5,9,19,168,11894,0.02%,0.04%,0.07%,0.69%,0.02%,0.03%,0.06%,0.53%
chr17,78965398,78983317,79643,37,84,141,1299,8,16,29,223,17919,0.02%,0.04%,0.06%,0.60%,0.02%,0.04%,0.08%,0.59%
chr19,35615417,35633355,163175,37,84,134,979,5,10,20,132,17938,0.02%,0.04%,0.06%,0.45%,0.01%,0.03%,0.05%,0.35%
chr3,3168600,3192563,51095,38,113,179,1355,6,15,25,260,23963,0.02%,0.05%,0.08%,0.61%,0.01%,0.03%,0.06%,0.59%
chr9,116059373,116065656,138065,35,69,127,904,1,4,7,76,6283,0.02%,0.03%,0.06%,0.44%,0.00%,0.02%,0.03%,0.29%
chr3,195473636,195539148,4585,45,108,168,1236,11,43,71,529,65512,0.02%,0.04%,0.06%,0.47%,0.01%,0.05%,0.08%,0.62%
chr14,23033805,23058175,1603,38,101,142,1051,9,27,40,307,24370,0.02%,0.05%,0.06%,0.47%,0.02%,0.06%,0.09%,0.69%
chr19,52255279,52273779,2358,37,87,146,1219,8,21,27,183,18500,0.02%,0.04%,0.07%,0.56%,0.02%,0.05%,0.07%,0.48%
chr11,5372738,5373676,390058,34,100,140,1555,4,21,24,251,938,0.02%,0.05%,0.07%,0.77%,0.02%,0.10%,0.11%,1.20%
chr20,327426,340304,80023,36,100,147,1095,10,20,26,177,12878,0.02%,0.05%,0.07%,0.51%,0.03%,0.06%,0.08%,0.54%
chr11,5443341,5444436,390061,34,97,136,1580,6,13,18,211,1095,0.02%,0.05%,0.07%,0.79%,0.03%,0.06%,0.09%,1.00%
chr11,55578854,55579952,219437,34,72,125,1241,4,5,6,83,1098,0.02%,0.04%,0.06%,0.62%,0.02%,0.02%,0.03%,0.39%
chr10,7601232,7708961,80760,52,120,191,1689,29,61,95,669,107729,0.02%,0.04%,0.06%,0.55%,0.02%,0.05%,0.07%,0.52%
chr21,43791999,43816955,64699,38,90,135,1195,11,28,37,269,24956,0.02%,0.04%,0.06%,0.53%,0.02%,0.06%,0.08%,0.60%
chr18,904944,912173,116,35,83,138,1068,12,19,30,144,7229,0.02%,0.04%,0.07%,0.52%,0.04%,0.07%,0.11%,0.53%
chr11,1940792,1959936,7140,37,95,144,1034,6,14,24,145,19144,0.02%,0.04%,0.07%,0.47%,0.02%,0.04%,0.06%,0.37%
chr19,7804879,7812464,30835,35,83,132,1165,7,10,18,155,7585,0.02%,0.04%,0.06%,0.56%,0.03%,0.04%,0.07%,0.56%
chr17,34391640,34399392,6362,35,79,106,989,3,5,6,123,7752,0.02%,0.04%,0.05%,0.48%,0.01%,0.02%,0.02%,0.44%
chr14,95234553,95236562,145258,34,85,144,1097,1,4,9,61,2009,0.02%,0.04%,0.07%,0.54%,0.00%,0.02%,0.04%,0.28%
chr19,53792856,53794875,112401,34,86,145,1230,4,9,19,166,2019,0.02%,0.04%,0.07%,0.61%,0.02%,0.04%,0.09%,0.75%
chr20,251504,271390,140680,37,85,122,1214,7,15,21,216,19886,0.02%,0.04%,0.06%,0.55%,0.02%,0.04%,0.05%,0.54%
chr13,28366780,28368905,219409,34,80,116,976,4,9,11,93,2125,0.02%,0.04%,0.06%,0.48%,0.02%,0.04%,0.05%,0.42%
chr19,2476120,2478257,4616,34,100,154,1270,3,12,25,128,2137,0.02%,0.05%,0.08%,0.63%,0.01%,0.05%,0.11%,0.58%
chr18,77155856,77289325,4772,56,134,227,1890,34,80,128,919,133469,0.02%,0.04%,0.07%,0.57%,0.02%,0.05%,0.08%,0.60%
chr19,35606732,35615228,5349,35,82,122,927,4,9,15,123,8496,0.02%,0.04%,0.06%,0.44%,0.01%,0.03%,0.05%,0.43%
chr16,78056412,78100658,10143,41,114,182,1791,4,25,36,527,44246,0.02%,0.05%,0.07%,0.73%,0.01%,0.04%,0.06%,0.82%
chr16,848041,850733,51764,34,76,112,1287,2,9,10,161,2692,0.02%,0.04%,0.06%,0.63%,0.01%,0.04%,0.04%,0.71%
chr14,20914570,20923264,55644,35,96,147,988,5,17,22,129,8694,0.02%,0.05%,0.07%,0.47%,0.02%,0.06%,0.08%,0.45%
chr19,55602281,55628927,54776,38,93,155,1240,3,12,19,146,26646,0.02%,0.04%,0.07%,0.55%,0.01%,0.03%,0.04%,0.31%
chr14,95027428,95036250,5267,35,104,165,1152,3,13,20,153,8822,0.02%,0.05%,0.08%,0.55%,0.01%,0.05%,0.07%,0.53%
chr16,1203241,1271771,8912,45,105,190,1659,10,28,50,569,68530,0.02%,0.04%,0.07%,0.62%,0.01%,0.03%,0.06%,0.64%
chr19,53837002,53858122,91664,37,112,205,1555,8,19,34,276,21120,0.02%,0.05%,0.09%,0.70%,0.02%,0.05%,0.08%,0.67%
chr20,277737,280965,85364,34,84,123,1095,4,11,21,99,3228,0.02%,0.04%,0.06%,0.54%,0.02%,0.05%,0.09%,0.43%
chr6,1610681,1614127,2296,34,89,148,988,3,10,15,72,3446,0.02%,0.04%,0.07%,0.49%,0.01%,0.04%,0.06%,0.31%
chr13,110958159,111165374,1284,68,197,316,2290,41,116,189,1334,207215,0.02%,0.05%,0.08%,0.56%,0.02%,0.05%,0.08%,0.59%
chr20,62366815,62370456,54923,34,72,114,1101,3,11,16,185,3641,0.02%,0.04%,0.06%,0.54%,0.01%,0.05%,0.07%,0.78%
chr19,51165084,51222707,50944,43,115,177,1085,11,35,55,251,57623,0.02%,0.04%,0.07%,0.42%,0.01%,0.05%,0.07%,0.32%
chr9,137967268,138013025,10439,41,103,167,1397,9,26,43,397,45757,0.02%,0.04%,0.07%,0.57%,0.01%,0.04%,0.07%,0.60%
chr8,16849678,16859690,26281,35,77,131,1203,3,17,29,231,10012,0.02%,0.04%,0.06%,0.57%,0.01%,0.06%,0.10%,0.77%
chr4,7194265,7744554,57537,125,373,631,4938,104,298,507,3858,550289,0.02%,0.05%,0.08%,0.66%,0.02%,0.05%,0.09%,0.68%
chr14,21989232,22005350,6297,36,89,135,972,16,30,38,157,16118,0.02%,0.04%,0.06%,0.45%,0.04%,0.08%,0.11%,0.43%
chr17,79008948,79091232,10458,47,110,191,1632,22,50,87,594,82284,0.02%,0.04%,0.07%,0.58%,0.02%,0.05%,0.09%,0.58%
chr19,52145806,52150054,100049587,34,99,170,1058,1,5,11,98,4248,0.02%,0.05%,0.08%,0.52%,0.00%,0.02%,0.05%,0.40%
chr21,43782391,43786703,7031,34,79,122,1128,4,11,20,167,4312,0.02%,0.04%,0.06%,0.55%,0.02%,0.05%,0.08%,0.69%
chr19,281040,291393,8612,35,80,137,909,5,13,30,146,10353,0.02%,0.04%,0.07%,0.43%,0.02%,0.04%,0.10%,0.48%
chr9,138391830,138396519,51116,34,72,110,1074,4,5,8,118,4689,0.02%,0.04%,0.05%,0.52%,0.02%,0.02%,0.03%,0.48%
chr19,6677715,6730573,718,42,107,163,1361,9,33,53,332,52858,0.02%,0.04%,0.06%,0.54%,0.01%,0.05%,0.07%,0.46%
chr9,4679559,4708398,55664,38,90,124,1267,5,16,20,219,28839,0.02%,0.04%,0.05%,0.55%,0.01%,0.03%,0.04%,0.45%
chr19,54865362,54882165,3903,36,94,139,1318,8,22,32,226,16803,0.02%,0.04%,0.06%,0.61%,0.02%,0.06%,0.09%,0.61%
chr14,21567096,21571883,643382,34,84,135,804,1,3,5,71,4787,0.02%,0.04%,0.07%,0.39%,0.00%,0.01%,0.02%,0.29%
chr20,1184098,1188918,400831,34,69,99,697,3,7,10,109,4820,0.02%,0.03%,0.05%,0.34%,0.01%,0.03%,0.04%,0.44%
chr20,1161205,1166059,55321,34,71,99,677,9,18,23,77,4854,0.02%,0.03%,0.05%,0.33%,0.04%,0.07%,0.09%,0.31%
chr19,51124564,51171651,84258,41,111,178,969,6,21,34,237,47087,0.02%,0.04%,0.07%,0.39%,0.01%,0.03%,0.05%,0.35%
chr9,12775020,12822130,286343,41,81,113,1252,11,22,35,277,47110,0.02%,0.03%,0.05%,0.51%,0.02%,0.03%,0.05%,0.41%
chr22,44395091,44568829,29780,62,162,253,1776,38,97,153,904,173738,0.02%,0.04%,0.07%,0.48%,0.02%,0.05%,0.08%,0.47%
chr17,76164639,76169608,9144,34,94,149,1033,3,8,10,132,4969,0.02%,0.05%,0.07%,0.50%,0.01%,0.03%,0.04%,0.53%
chr22,37257030,37274057,4689,36,86,123,988,7,20,28,170,17027,0.02%,0.04%,0.06%,0.46%,0.02%,0.05%,0.08%,0.46%
chr19,54544079,54567207,284415,37,99,144,1057,8,27,40,276,23128,0.02%,0.04%,0.06%,0.47%,0.02%,0.06%,0.09%,0.64%
chr9,138413284,138418378,3933,34,78,125,1081,1,6,10,152,5094,0.02%,0.04%,0.06%,0.53%,0.00%,0.02%,0.04%,0.61%
chr9,132575223,132586413,1861,35,63,82,1224,4,8,10,139,11190,0.02%,0.03%,0.04%,0.58%,0.01%,0.03%,0.03%,0.45%
chr14,23299088,23304246,122704,34,74,117,882,5,14,18,114,5158,0.02%,0.04%,0.06%,0.43%,0.02%,0.06%,0.07%,0.45%
chr19,2427636,2456994,84823,38,102,153,1385,2,16,22,248,29358,0.02%,0.04%,0.07%,0.60%,0.00%,0.03%,0.04%,0.50%
chr20,60985293,61002589,140893,36,88,122,1077,5,18,26,192,17296,0.02%,0.04%,0.06%,0.50%,0.01%,0.05%,0.07%,0.51%
chr3,8775486,8883492,859,51,130,196,1644,23,56,81,668,108006,0.02%,0.04%,0.06%,0.53%,0.02%,0.04%,0.06%,0.52%
chr4,8183799,8243530,54436,43,101,149,1412,7,24,35,371,59731,0.02%,0.04%,0.06%,0.54%,0.01%,0.03%,0.04%,0.47%
chr19,1009647,1021117,91304,35,92,159,1280,5,20,31,280,11470,0.02%,0.04%,0.08%,0.61%,0.02%,0.06%,0.10%,0.89%
chr16,81069452,81080963,23300,35,56,89,1363,4,5,7,138,11511,0.02%,0.03%,0.04%,0.64%,0.01%,0.02%,0.02%,0.44%
chr9,116037623,116055185,9128,36,71,132,949,2,7,7,141,17562,0.02%,0.03%,0.06%,0.44%,0.01%,0.02%,0.02%,0.38%
chr19,55464498,55512510,55655,41,111,177,1715,10,24,40,442,48012,0.02%,0.04%,0.07%,0.69%,0.01%,0.04%,0.06%,0.65%
chr22,18593097,18629321,51807,39,71,110,906,5,11,26,274,36224,0.02%,0.03%,0.05%,0.38%,0.01%,0.02%,0.05%,0.49%
chr19,55235984,55248003,115653,35,80,118,881,0,1,2,51,12019,0.02%,0.04%,0.06%,0.42%,0.00%,0.00%,0.01%,0.16%
chr12,569530,672675,283358,50,123,194,1554,25,61,107,700,103145,0.02%,0.04%,0.06%,0.51%,0.02%,0.05%,0.09%,0.57%
chr4,189012427,189030757,205860,36,114,200,1677,6,15,28,331,18330,0.02%,0.05%,0.09%,0.77%,0.02%,0.04%,0.07%,0.86%
chr3,5020801,5027008,8553,34,78,122,932,5,9,18,92,6207,0.02%,0.04%,0.06%,0.45%,0.02%,0.03%,0.07%,0.35%
chr19,55434877,55477680,199713,40,100,157,1625,14,24,36,363,42803,0.02%,0.04%,0.06%,0.67%,0.02%,0.04%,0.06%,0.58%
chr19,7828035,7834491,10332,34,83,131,1149,2,9,20,150,6456,0.02%,0.04%,0.06%,0.56%,0.01%,0.03%,0.08%,0.57%
chr8,17433942,17501580,5157,44,93,168,2206,12,33,61,836,67638,0.02%,0.03%,0.06%,0.82%,0.01%,0.04%,0.07%,0.95%
chr1,236712305,236767804,55127,42,93,138,1715,4,8,14,542,55499,0.02%,0.04%,0.05%,0.67%,0.01%,0.01%,0.02%,0.72%
chr11,51515282,51516211,119749,33,88,131,1366,3,7,15,142,929,0.02%,0.04%,0.07%,0.68%,0.01%,0.03%,0.07%,0.68%
chr11,55681126,55682058,390148,33,74,139,1308,6,11,18,179,932,0.02%,0.04%,0.07%,0.65%,0.03%,0.05%,0.09%,0.86%
chr19,53893046,53930574,91661,39,140,262,1799,10,40,62,427,37528,0.02%,0.06%,0.11%,0.76%,0.02%,0.07%,0.11%,0.74%
chr20,4760669,4804291,9770,40,100,159,1260,15,37,60,378,43622,0.02%,0.04%,0.07%,0.52%,0.02%,0.06%,0.09%,0.59%
chr19,15838834,15839862,26538,33,78,122,1243,2,5,10,112,1028,0.02%,0.04%,0.06%,0.62%,0.01%,0.02%,0.05%,0.53%
chr11,5798864,5799897,390075,33,73,100,1291,1,1,1,21,1033,0.02%,0.04%,0.05%,0.64%,0.00%,0.00%,0.00%,0.10%
chr11,5344541,5345582,79345,33,94,133,1494,5,13,19,139,1041,0.02%,0.05%,0.07%,0.74%,0.02%,0.06%,0.09%,0.66%
chr11,5509915,5510979,390066,33,73,107,1405,0,5,7,104,1064,0.02%,0.04%,0.05%,0.70%,0.00%,0.02%,0.03%,0.49%
chr19,7753644,7767032,2208,35,81,135,1182,8,23,37,299,13388,0.02%,0.04%,0.06%,0.55%,0.02%,0.07%,0.11%,0.90%
chr8,6782215,6783598,1671,33,83,147,1318,7,13,24,157,1383,0.02%,0.04%,0.07%,0.65%,0.03%,0.06%,0.11%,0.73%
