ENTREZ,CHR,START,STOP,Gene_Size,r01_100kb_count,r03_100kb_count,r05_100kb_count,unpruned_100kb_count,r01_10kb_count,r03_10kb_count,r05_10kb_count,unpruned_10kb_count,r01_100kb_ratio,r03_100kb_ratio,r05_100kb_ratio,unpruned_100kb_ratio,r01_10kb_ratio,r03_10kb_ratio,r05_10kb_ratio,unpruned_10kb_ratio
7441,chr22,22599087,22599927,840,21,65,109,1173,1,5,13,171,2.50%,7.74%,12.98%,139.64%,0.12%,0.60%,1.55%,20.36%
401994,chr1,248844628,248845629,1001,25,35,53,749,5,7,7,123,2.50%,3.50%,5.29%,74.83%,0.50%,0.70%,0.70%,12.29%
5620,chr16,11369496,11370337,841,21,56,121,1012,3,4,12,101,2.50%,6.66%,14.39%,120.33%,0.36%,0.48%,1.43%,12.01%
2864,chr19,35842445,35843367,922,23,72,119,839,4,17,25,117,2.49%,7.81%,12.91%,91.00%,0.43%,1.84%,2.71%,12.69%
284827,chr21,31802572,31803216,644,16,35,43,643,1,2,2,62,2.48%,5.43%,6.68%,99.84%,0.16%,0.31%,0.31%,9.63%
57801,chr1,934342,935552,1210,30,52,85,985,2,4,7,107,2.48%,4.30%,7.02%,81.40%,0.17%,0.33%,0.58%,8.84%
386676,chr21,46047040,46048294,1254,31,77,125,1187,8,10,18,111,2.47%,6.14%,9.97%,94.66%,0.64%,0.80%,1.44%,8.85%
284383,chr19,8841316,8842371,1055,26,55,81,665,3,5,7,62,2.46%,5.21%,7.68%,63.03%,0.28%,0.47%,0.66%,5.88%
94235,chr19,47137333,47137942,609,15,44,78,677,3,7,15,91,2.46%,7.22%,12.81%,111.17%,0.49%,1.15%,2.46%,14.94%
219432,chr11,55432614,55433671,1057,26,72,100,1031,0,2,4,16,2.46%,6.81%,9.46%,97.54%,0.00%,0.19%,0.38%,1.51%
387267,chr11,1642188,1643368,1180,29,78,139,1096,1,7,15,175,2.46%,6.61%,11.78%,92.88%,0.08%,0.59%,1.27%,14.83%
26686,chr14,22133297,22134238,941,23,67,108,1144,2,3,9,115,2.44%,7.12%,11.48%,121.57%,0.21%,0.32%,0.96%,12.22%
219493,chr11,56431138,56432163,1025,25,58,87,827,3,7,10,81,2.44%,5.66%,8.49%,80.68%,0.29%,0.68%,0.98%,7.90%
386678,chr21,46066331,46067564,1233,30,78,126,1236,2,6,12,120,2.43%,6.33%,10.22%,100.24%,0.16%,0.49%,0.97%,9.73%
120787,chr11,6220376,6221489,1113,27,65,82,765,1,6,5,61,2.43%,5.84%,7.37%,68.73%,0.09%,0.54%,0.45%,5.48%
126541,chr19,16059818,16060768,950,23,70,109,1246,2,3,5,117,2.42%,7.37%,11.47%,131.16%,0.21%,0.32%,0.53%,12.32%
390077,chr11,5841544,5842578,1034,25,62,87,1218,2,7,12,147,2.42%,6.00%,8.41%,117.79%,0.19%,0.68%,1.16%,14.22%
126370,chr19,15197791,15199032,1241,30,78,118,1214,7,14,20,146,2.42%,6.29%,9.51%,97.82%,0.56%,1.13%,1.61%,11.76%
283297,chr11,6897856,6898850,994,24,57,90,1024,2,7,11,105,2.41%,5.73%,9.05%,103.02%,0.20%,0.70%,1.11%,10.56%
140856,chr20,18794370,18795033,663,16,55,84,961,5,9,14,94,2.41%,8.30%,12.67%,144.95%,0.75%,1.36%,2.11%,14.18%
246243,chr17,16586752,16587541,789,19,29,43,518,1,3,7,59,2.41%,3.68%,5.45%,65.65%,0.13%,0.38%,0.89%,7.48%
81327,chr11,55110627,55111707,1080,26,64,112,1245,1,3,8,113,2.41%,5.93%,10.37%,115.28%,0.09%,0.28%,0.74%,10.46%
83899,chr17,39382900,39383904,1004,24,44,52,727,2,2,4,77,2.39%,4.38%,5.18%,72.41%,0.20%,0.20%,0.40%,7.67%
338675,chr11,56408942,56409947,1005,24,55,88,875,2,4,8,73,2.39%,5.47%,8.76%,87.06%,0.20%,0.40%,0.80%,7.26%
1671,chr8,6782215,6783598,1383,33,83,147,1318,7,13,24,157,2.39%,6.00%,10.63%,95.30%,0.51%,0.94%,1.74%,11.35%
8392,chr17,3323862,3324827,965,23,57,77,964,1,4,8,67,2.38%,5.91%,7.98%,99.90%,0.10%,0.41%,0.83%,6.94%
340980,chr11,5602107,5603114,1007,24,74,116,1146,7,16,20,168,2.38%,7.35%,11.52%,113.80%,0.70%,1.59%,1.99%,16.68%
341276,chr11,6890924,6891976,1052,25,59,94,1037,3,7,11,145,2.38%,5.61%,8.94%,98.57%,0.29%,0.67%,1.05%,13.78%
390437,chr14,20611895,20612821,926,22,63,98,1262,2,3,4,66,2.38%,6.80%,10.58%,136.29%,0.22%,0.32%,0.43%,7.13%
254879,chr1,248550910,248551836,926,22,47,67,1186,3,9,13,160,2.38%,5.08%,7.24%,128.08%,0.32%,0.97%,1.40%,17.28%
144124,chr11,6866883,6867936,1053,25,61,100,1071,4,9,16,146,2.37%,5.79%,9.50%,101.71%,0.38%,0.85%,1.52%,13.87%
81871,chr17,39295685,39296739,1054,25,54,70,1070,1,5,5,87,2.37%,5.12%,6.64%,101.52%,0.09%,0.47%,0.47%,8.25%
6189,chr15,60060543,60061347,804,19,41,53,804,0,1,1,42,2.36%,5.10%,6.59%,100.00%,0.00%,0.12%,0.12%,5.22%
138882,chr9,125315391,125316493,1102,26,62,113,1057,4,13,16,163,2.36%,5.63%,10.25%,95.92%,0.36%,1.18%,1.45%,14.79%
122740,chr14,20482419,20483352,933,22,49,72,1152,5,11,17,126,2.36%,5.25%,7.72%,123.47%,0.54%,1.18%,1.82%,13.50%
343172,chr1,248084320,248085258,938,22,50,74,1103,3,4,7,104,2.35%,5.33%,7.89%,117.59%,0.32%,0.43%,0.75%,11.09%
219473,chr11,56085783,56086721,938,22,53,82,827,1,6,6,88,2.35%,5.65%,8.74%,88.17%,0.11%,0.64%,0.64%,9.38%
4818,chr19,51874860,51875969,1109,26,46,71,795,4,8,11,101,2.34%,4.15%,6.40%,71.69%,0.36%,0.72%,0.99%,9.11%
390078,chr11,5862158,5863182,1024,24,59,86,1228,3,7,10,149,2.34%,5.76%,8.40%,119.92%,0.29%,0.68%,0.98%,14.55%
440050,chr11,71238313,71239210,897,21,53,65,1044,4,7,6,84,2.34%,5.91%,7.25%,116.39%,0.45%,0.78%,0.67%,9.36%
390445,chr14,21623026,21624222,1196,28,65,98,775,12,21,28,137,2.34%,5.43%,8.19%,64.80%,1.00%,1.76%,2.34%,11.45%
283189,chr11,56510303,56511287,984,23,63,101,924,3,7,7,89,2.34%,6.40%,10.26%,93.90%,0.30%,0.71%,0.71%,9.04%
440021,chr11,1618409,1619524,1115,26,75,130,1085,1,3,6,91,2.33%,6.73%,11.66%,97.31%,0.09%,0.27%,0.54%,8.16%
83755,chr17,39279343,39280419,1076,25,56,71,1083,1,4,5,141,2.32%,5.20%,6.60%,100.65%,0.09%,0.37%,0.46%,13.10%
390037,chr11,4615037,4616243,1206,28,64,103,1429,2,3,5,97,2.32%,5.31%,8.54%,118.49%,0.17%,0.25%,0.41%,8.04%
402682,chr7,100486346,100487339,993,23,45,60,633,2,5,5,52,2.32%,4.53%,6.04%,63.75%,0.20%,0.50%,0.50%,5.24%
347169,chr9,125390858,125391852,994,23,57,91,1066,7,12,21,115,2.31%,5.73%,9.15%,107.24%,0.70%,1.21%,2.11%,11.57%
100505724,chr17,39431911,39432949,1038,24,43,52,686,4,5,5,39,2.31%,4.14%,5.01%,66.09%,0.39%,0.48%,0.48%,3.76%
390181,chr11,56756347,56757342,995,23,52,67,843,0,4,6,69,2.31%,5.23%,6.73%,84.72%,0.00%,0.40%,0.60%,6.93%
84504,chr10,134598297,134599556,1259,29,58,89,1216,5,13,16,92,2.30%,4.61%,7.07%,96.58%,0.40%,1.03%,1.27%,7.31%
390157,chr11,56113421,56114507,1086,25,54,86,856,3,7,9,85,2.30%,4.97%,7.92%,78.82%,0.28%,0.64%,0.83%,7.83%
386746,chr11,3239174,3240043,869,20,52,86,841,3,9,12,122,2.30%,5.98%,9.90%,96.78%,0.35%,1.04%,1.38%,14.04%
401666,chr11,4967355,4968356,1001,23,61,87,937,0,4,10,119,2.30%,6.09%,8.69%,93.61%,0.00%,0.40%,1.00%,11.89%
390433,chr14,20502003,20502919,916,21,47,71,1161,4,8,12,146,2.29%,5.13%,7.75%,126.75%,0.44%,0.87%,1.31%,15.94%
337969,chr21,31859362,31859755,393,9,20,23,553,0,3,3,33,2.29%,5.09%,5.85%,140.71%,0.00%,0.76%,0.76%,8.40%
140258,chr21,31768392,31769136,744,17,40,51,760,2,3,5,47,2.28%,5.38%,6.85%,102.15%,0.27%,0.40%,0.67%,6.32%
339291,chr18,7231123,7232045,922,21,40,56,844,1,2,2,63,2.28%,4.34%,6.07%,91.54%,0.11%,0.22%,0.22%,6.83%
219453,chr11,55926870,55927793,923,21,55,88,993,2,3,6,54,2.28%,5.96%,9.53%,107.58%,0.22%,0.33%,0.65%,5.85%
146822,chr17,14138990,14140179,1189,27,67,89,852,2,7,9,60,2.27%,5.63%,7.49%,71.66%,0.17%,0.59%,0.76%,5.05%
134083,chr5,180166042,180167099,1057,24,45,71,983,1,1,3,77,2.27%,4.26%,6.72%,93.00%,0.09%,0.09%,0.28%,7.28%
644672,chr11,113650469,113651222,753,17,45,64,673,2,6,10,63,2.26%,5.98%,8.50%,89.38%,0.27%,0.80%,1.33%,8.37%
3040,chr16,226679,227521,842,19,44,61,665,0,2,4,56,2.26%,5.23%,7.24%,78.98%,0.00%,0.24%,0.48%,6.65%
3039,chr16,226679,227521,842,19,44,61,665,0,2,4,56,2.26%,5.23%,7.24%,78.98%,0.00%,0.24%,0.48%,6.65%
120776,chr11,6912721,6913830,1109,25,59,92,1014,6,10,14,83,2.25%,5.32%,8.30%,91.43%,0.54%,0.90%,1.26%,7.48%
29121,chr12,9847980,9848823,843,19,48,62,960,2,3,3,110,2.25%,5.69%,7.35%,113.88%,0.24%,0.36%,0.36%,13.05%
26664,chr19,14909958,14911023,1065,24,56,95,1063,0,3,3,78,2.25%,5.26%,8.92%,99.81%,0.00%,0.28%,0.28%,7.32%
127077,chr1,248789420,248790491,1071,24,34,54,777,1,3,3,67,2.24%,3.17%,5.04%,72.55%,0.09%,0.28%,0.28%,6.26%
122742,chr14,20528204,20529142,938,21,48,73,1142,2,5,8,159,2.24%,5.12%,7.78%,121.75%,0.21%,0.53%,0.85%,16.95%
8386,chr17,2965963,2966901,938,21,61,105,864,2,4,8,37,2.24%,6.50%,11.19%,92.11%,0.21%,0.43%,0.85%,3.94%
81466,chr1,248185250,248186188,938,21,35,48,841,0,1,4,67,2.24%,3.73%,5.12%,89.66%,0.00%,0.11%,0.43%,7.14%
219477,chr11,56127691,56128764,1073,24,57,87,859,3,7,9,99,2.24%,5.31%,8.11%,80.06%,0.28%,0.65%,0.84%,9.23%
125962,chr19,9225274,9226439,1165,26,64,104,1021,4,9,10,158,2.23%,5.49%,8.93%,87.64%,0.34%,0.77%,0.86%,13.56%
4994,chr17,3194929,3195876,947,21,49,76,1036,2,4,5,115,2.22%,5.17%,8.03%,109.40%,0.21%,0.42%,0.53%,12.14%
83895,chr17,39182278,39183454,1176,26,65,109,1326,2,4,6,102,2.21%,5.53%,9.27%,112.76%,0.17%,0.34%,0.51%,8.67%
8403,chr3,137483579,137484396,817,18,32,63,662,1,0,1,53,2.20%,3.92%,7.71%,81.03%,0.12%,0.00%,0.12%,6.49%
387082,chr6,149721495,149722177,682,15,35,48,810,0,1,2,75,2.20%,5.13%,7.04%,118.77%,0.00%,0.15%,0.29%,11.00%
653604,chr1,149784826,149785236,410,9,18,28,319,0,1,2,54,2.20%,4.39%,6.83%,77.80%,0.00%,0.24%,0.49%,13.17%
333932,chr1,149784826,149785236,410,9,18,28,319,0,1,2,54,2.20%,4.39%,6.83%,77.80%,0.00%,0.24%,0.49%,13.17%
126961,chr1,149784826,149785236,410,9,18,28,319,0,1,2,54,2.20%,4.39%,6.83%,77.80%,0.00%,0.24%,0.49%,13.17%
222894,chr7,19184405,19185044,639,14,29,38,738,2,6,9,55,2.19%,4.54%,5.95%,115.49%,0.31%,0.94%,1.41%,8.61%
26658,chr19,15052301,15053260,959,21,74,127,1300,1,3,8,111,2.19%,7.72%,13.24%,135.56%,0.10%,0.31%,0.83%,11.57%
390167,chr11,56344212,56345263,1051,23,51,87,844,1,3,6,76,2.19%,4.85%,8.28%,80.30%,0.10%,0.29%,0.57%,7.23%
3607,chr17,80560865,80562054,1189,26,78,126,1049,3,8,14,126,2.19%,6.56%,10.60%,88.23%,0.25%,0.67%,1.18%,10.60%
343406,chr1,158449668,158450675,1007,22,49,78,1043,1,3,7,99,2.18%,4.87%,7.75%,103.57%,0.10%,0.30%,0.70%,9.83%
11017,chr5,132323344,132323802,458,10,31,41,661,4,8,9,74,2.18%,6.77%,8.95%,144.32%,0.87%,1.75%,1.97%,16.16%
390113,chr11,48285413,48286330,917,20,43,69,894,3,5,6,106,2.18%,4.69%,7.52%,97.49%,0.33%,0.55%,0.65%,11.56%
386679,chr21,45970240,45971388,1148,25,51,78,846,0,7,13,96,2.18%,4.44%,6.79%,73.69%,0.00%,0.61%,1.13%,8.36%
337972,chr21,31873975,31874435,460,10,21,22,554,1,2,2,41,2.17%,4.57%,4.78%,120.43%,0.22%,0.43%,0.43%,8.91%
337882,chr21,31852018,31852663,645,14,29,32,560,0,2,2,42,2.17%,4.50%,4.96%,86.82%,0.00%,0.31%,0.31%,6.51%
403253,chr11,48510269,48511332,1063,23,54,91,1065,1,4,7,86,2.16%,5.08%,8.56%,100.19%,0.09%,0.38%,0.66%,8.09%
6279,chr1,153362508,153363664,1156,25,38,46,703,3,3,2,71,2.16%,3.29%,3.98%,60.81%,0.26%,0.26%,0.17%,6.14%
81605,chr9,131153740,131154295,555,12,16,23,594,0,0,1,56,2.16%,2.88%,4.14%,107.03%,0.00%,0.00%,0.18%,10.09%
10465,chr11,111900582,111901091,509,11,21,29,423,1,1,2,51,2.16%,4.13%,5.70%,83.10%,0.20%,0.20%,0.39%,10.02%
55150,chr19,49621655,49622397,742,16,48,73,1030,0,5,5,89,2.16%,6.47%,9.84%,138.81%,0.00%,0.67%,0.67%,11.99%
100533177,chr17,39458078,39459103,1025,22,40,50,638,5,7,7,89,2.15%,3.90%,4.88%,62.24%,0.49%,0.68%,0.68%,8.68%
390081,chr11,5905501,5906527,1026,22,50,81,1196,1,2,5,121,2.14%,4.87%,7.89%,116.57%,0.10%,0.19%,0.49%,11.79%
138883,chr9,125288637,125289572,935,20,53,99,1048,2,8,12,114,2.14%,5.67%,10.59%,112.09%,0.21%,0.86%,1.28%,12.19%
219431,chr11,55418380,55419315,935,20,65,86,940,0,0,1,14,2.14%,6.95%,9.20%,100.53%,0.00%,0.00%,0.11%,1.50%
390038,chr11,4660945,4662068,1123,24,61,112,1219,4,9,16,153,2.14%,5.43%,9.97%,108.55%,0.36%,0.80%,1.42%,13.62%
6227,chr20,60962172,60963576,1404,30,75,105,1047,2,6,9,112,2.14%,5.34%,7.48%,74.57%,0.14%,0.43%,0.64%,7.98%
337960,chr21,31797583,31798286,703,15,35,43,669,1,3,3,65,2.13%,4.98%,6.12%,95.16%,0.14%,0.43%,0.43%,9.25%
158131,chr9,125376948,125378026,1078,23,58,94,1067,2,4,12,108,2.13%,5.38%,8.72%,98.98%,0.19%,0.37%,1.11%,10.02%
653166,chr17,3143970,3144908,938,20,52,87,990,0,2,4,53,2.13%,5.54%,9.28%,105.54%,0.00%,0.21%,0.43%,5.65%
119687,chr11,4928600,4929538,938,20,53,84,867,1,6,11,89,2.13%,5.65%,8.96%,92.43%,0.11%,0.64%,1.17%,9.49%
26740,chr9,125273081,125274022,941,20,51,94,1015,2,4,14,61,2.13%,5.42%,9.99%,107.86%,0.21%,0.43%,1.49%,6.48%
29083,chr3,112709294,112710000,706,15,28,35,858,0,0,0,65,2.12%,3.97%,4.96%,121.53%,0.00%,0.00%,0.00%,9.21%
112464,chr11,6340176,6341877,1701,36,86,115,736,2,6,10,113,2.12%,5.06%,6.76%,43.27%,0.12%,0.35%,0.59%,6.64%
63933,chr17,2030724,2031198,474,10,32,49,631,1,4,4,70,2.11%,6.75%,10.34%,133.12%,0.21%,0.84%,0.84%,14.77%
440956,chr3,51812580,51813009,429,9,17,20,381,1,2,2,29,2.10%,3.96%,4.66%,88.81%,0.23%,0.47%,0.47%,6.76%
256892,chr11,4790209,4791168,959,20,47,100,1128,3,5,13,162,2.09%,4.90%,10.43%,117.62%,0.31%,0.52%,1.36%,16.89%
390079,chr11,5877904,5878964,1060,22,52,79,1155,3,7,11,150,2.08%,4.91%,7.45%,108.96%,0.28%,0.66%,1.04%,14.15%
116512,chr11,68747490,68748455,965,20,42,69,794,0,3,6,67,2.07%,4.35%,7.15%,82.28%,0.00%,0.31%,0.62%,6.94%
728224,chr17,39253233,39254393,1160,24,59,77,1144,2,11,13,227,2.07%,5.09%,6.64%,98.62%,0.17%,0.95%,1.12%,19.57%
56729,chr19,7733930,7735334,1404,29,72,121,1078,7,17,21,93,2.07%,5.13%,8.62%,76.78%,0.50%,1.21%,1.50%,6.62%
8338,chr1,149858525,149858961,436,9,20,25,326,1,1,2,41,2.06%,4.59%,5.73%,74.77%,0.23%,0.23%,0.46%,9.40%
81127,chr14,20443603,20444818,1215,25,46,68,1023,3,5,8,146,2.06%,3.79%,5.60%,84.20%,0.25%,0.41%,0.66%,12.02%
81282,chr11,4935900,4936922,1022,21,53,84,856,3,12,15,99,2.05%,5.19%,8.22%,83.76%,0.29%,1.17%,1.47%,9.69%
6035,chr14,21269387,21271437,2050,42,97,140,1124,4,12,17,95,2.05%,4.73%,6.83%,54.83%,0.20%,0.59%,0.83%,4.63%
4995,chr17,3181193,3182268,1075,22,53,80,1021,1,4,6,97,2.05%,4.93%,7.44%,94.98%,0.09%,0.37%,0.56%,9.02%
728224,chr17,39273433,39274606,1173,24,55,71,1084,1,3,5,175,2.05%,4.69%,6.05%,92.41%,0.09%,0.26%,0.43%,14.92%
653240,chr17,39273433,39274606,1173,24,55,71,1084,1,3,5,175,2.05%,4.69%,6.05%,92.41%,0.09%,0.26%,0.43%,14.92%
8383,chr17,3118915,3119844,929,19,51,88,940,4,10,18,150,2.05%,5.49%,9.47%,101.18%,0.43%,1.08%,1.94%,16.15%
198437,chr20,62714733,62715712,979,20,48,74,670,3,5,10,60,2.04%,4.90%,7.56%,68.44%,0.31%,0.51%,1.02%,6.13%
140432,chr13,98828039,98829519,1480,30,66,101,870,7,8,11,70,2.03%,4.46%,6.82%,58.78%,0.47%,0.54%,0.74%,4.73%
127066,chr1,248512077,248513015,938,19,43,60,1204,3,4,7,162,2.03%,4.58%,6.40%,128.36%,0.32%,0.43%,0.75%,17.27%
127059,chr1,248308450,248309388,938,19,24,35,739,2,2,4,59,2.03%,2.56%,3.73%,78.78%,0.21%,0.21%,0.43%,6.29%
85290,chr17,39323484,39324424,940,19,49,62,1021,4,6,6,70,2.02%,5.21%,6.60%,108.62%,0.43%,0.64%,0.64%,7.45%
386674,chr21,46011149,46012386,1237,25,56,91,1046,3,4,5,149,2.02%,4.53%,7.36%,84.56%,0.24%,0.32%,0.40%,12.05%
26219,chr9,125281420,125282361,941,19,50,93,1030,2,4,10,78,2.02%,5.31%,9.88%,109.46%,0.21%,0.43%,1.06%,8.29%
317772,chr1,149859019,149859466,447,9,20,25,326,1,1,2,42,2.01%,4.47%,5.59%,72.93%,0.22%,0.22%,0.45%,9.40%
148066,chr19,5455426,5456867,1441,29,83,151,1127,1,6,10,88,2.01%,5.76%,10.48%,78.21%,0.07%,0.42%,0.69%,6.11%
353137,chr1,152748848,152749445,597,12,24,33,583,0,0,1,64,2.01%,4.02%,5.53%,97.65%,0.00%,0.00%,0.17%,10.72%
128653,chr20,2795633,2796479,846,17,36,67,749,3,8,9,87,2.01%,4.26%,7.92%,88.53%,0.35%,0.95%,1.06%,10.28%
157773,chr8,13424352,13425796,1444,29,78,142,1334,2,10,24,142,2.01%,5.40%,9.83%,92.38%,0.14%,0.69%,1.66%,9.83%
337959,chr21,31743709,31744557,848,17,39,53,813,5,7,10,89,2.00%,4.60%,6.25%,95.87%,0.59%,0.83%,1.18%,10.50%
386680,chr21,45999332,46000481,1149,23,55,87,983,4,8,11,148,2.00%,4.79%,7.57%,85.55%,0.35%,0.70%,0.96%,12.88%
810,chr10,5566924,5568225,1301,26,67,122,992,2,8,11,80,2.00%,5.15%,9.38%,76.25%,0.15%,0.61%,0.85%,6.15%
81470,chr1,247751662,247752615,953,19,64,101,893,5,11,14,94,1.99%,6.72%,10.60%,93.70%,0.52%,1.15%,1.47%,9.86%
8387,chr17,3300398,3301704,1306,26,56,71,1015,3,4,5,57,1.99%,4.29%,5.44%,77.72%,0.23%,0.31%,0.38%,4.36%
100132386,chr17,39261584,39262740,1156,23,59,72,1087,1,5,7,203,1.99%,5.10%,6.23%,94.03%,0.09%,0.43%,0.61%,17.56%
386677,chr21,45958864,45960078,1214,24,49,77,844,3,7,11,64,1.98%,4.04%,6.34%,69.52%,0.25%,0.58%,0.91%,5.27%
119764,chr11,48266608,48267622,1014,20,42,69,879,2,3,7,92,1.97%,4.14%,6.80%,86.69%,0.20%,0.30%,0.69%,9.07%
3040,chr16,222846,223709,863,17,41,57,665,0,2,4,50,1.97%,4.75%,6.60%,77.06%,0.00%,0.23%,0.46%,5.79%
3039,chr16,222846,223709,863,17,41,57,665,0,2,4,50,1.97%,4.75%,6.60%,77.06%,0.00%,0.23%,0.46%,5.79%
125958,chr19,9324526,9325542,1016,20,53,74,866,1,4,7,74,1.97%,5.22%,7.28%,85.24%,0.10%,0.39%,0.69%,7.28%
152217,chr3,196669494,196670411,917,18,56,95,742,5,11,13,79,1.96%,6.11%,10.36%,80.92%,0.55%,1.20%,1.42%,8.62%
143496,chr11,4388493,4389616,1123,22,62,97,1064,1,3,7,73,1.96%,5.52%,8.64%,94.75%,0.09%,0.27%,0.62%,6.50%
391109,chr1,158435272,158436344,1072,21,49,80,1075,1,4,6,88,1.96%,4.57%,7.46%,100.28%,0.09%,0.37%,0.56%,8.21%
171169,chr19,49110000,49110970,970,19,49,70,784,2,3,6,77,1.96%,5.05%,7.22%,80.82%,0.21%,0.31%,0.62%,7.94%
26333,chr19,14991138,14992264,1126,22,63,112,1135,3,8,11,134,1.95%,5.60%,9.95%,100.80%,0.27%,0.71%,0.98%,11.90%
135458,chr6,655939,656963,1024,20,52,78,928,2,6,7,63,1.95%,5.08%,7.62%,90.63%,0.20%,0.59%,0.68%,6.15%
220202,chr10,69990386,69991871,1485,29,49,76,987,1,3,4,82,1.95%,3.30%,5.12%,66.46%,0.07%,0.20%,0.27%,5.52%
284433,chr19,15904761,15905892,1131,22,64,105,1135,2,3,5,91,1.95%,5.66%,9.28%,100.35%,0.18%,0.27%,0.44%,8.05%
390442,chr14,20710898,20711979,1081,21,68,102,1093,5,18,24,160,1.94%,6.29%,9.44%,101.11%,0.46%,1.67%,2.22%,14.80%
390436,chr14,20585566,20586597,1031,20,50,79,1213,1,2,5,73,1.94%,4.85%,7.66%,117.65%,0.10%,0.19%,0.48%,7.08%
100463486,chr11,10529434,10530723,1289,25,55,90,847,2,4,8,91,1.94%,4.27%,6.98%,65.71%,0.16%,0.31%,0.62%,7.06%
3846,chr11,71259466,71260653,1187,23,55,68,1088,1,5,5,116,1.94%,4.63%,5.73%,91.66%,0.08%,0.42%,0.42%,9.77%
81469,chr1,247768856,247769838,982,19,62,98,918,0,4,5,66,1.93%,6.31%,9.98%,93.48%,0.00%,0.41%,0.51%,6.72%
6036,chr14,21423611,21424595,984,19,56,93,745,1,2,3,58,1.93%,5.69%,9.45%,75.71%,0.10%,0.20%,0.30%,5.89%
319100,chr6,132891461,132892498,1037,20,52,80,986,5,11,16,132,1.93%,5.01%,7.71%,95.08%,0.48%,1.06%,1.54%,12.73%
101927581,chr17,55821842,55822673,831,16,51,97,894,2,3,9,94,1.93%,6.14%,11.67%,107.58%,0.24%,0.36%,1.08%,11.31%
134860,chr6,132859429,132860470,1041,20,54,82,953,2,3,5,90,1.92%,5.19%,7.88%,91.55%,0.19%,0.29%,0.48%,8.65%
100507608,chr17,39421591,39422893,1302,25,44,53,694,3,5,5,38,1.92%,3.38%,4.07%,53.30%,0.23%,0.38%,0.38%,2.92%
29104,chr11,93342926,93343499,573,11,30,47,706,1,3,6,66,1.92%,5.24%,8.20%,123.21%,0.17%,0.52%,1.05%,11.52%
391190,chr1,248112160,248113098,938,18,44,67,1023,4,8,9,149,1.92%,4.69%,7.14%,109.06%,0.43%,0.85%,0.96%,15.88%
282775,chr11,55944094,55945032,938,18,51,86,933,1,2,5,63,1.92%,5.44%,9.17%,99.47%,0.11%,0.21%,0.53%,6.72%
81300,chr11,55405834,55406772,938,18,58,79,847,0,0,0,12,1.92%,6.18%,8.42%,90.30%,0.00%,0.00%,0.00%,1.28%
4991,chr17,2995352,2996290,938,18,58,97,814,0,2,2,59,1.92%,6.18%,10.34%,86.78%,0.00%,0.21%,0.21%,6.29%
127074,chr1,248524883,248525929,1046,20,43,61,1176,2,3,5,164,1.91%,4.11%,5.83%,112.43%,0.19%,0.29%,0.48%,15.68%
9168,chr2,85132749,85133795,1046,20,37,48,630,3,8,9,75,1.91%,3.54%,4.59%,60.23%,0.29%,0.76%,0.86%,7.17%
127069,chr1,248756052,248757100,1048,20,33,54,705,1,1,4,49,1.91%,3.15%,5.15%,67.27%,0.10%,0.10%,0.38%,4.68%
65993,chr16,1821891,1823156,1265,24,41,70,1238,1,3,5,81,1.90%,3.24%,5.53%,97.87%,0.08%,0.24%,0.40%,6.40%
646862,chr19,58907457,58908407,950,18,32,46,663,2,5,9,85,1.89%,3.37%,4.84%,69.79%,0.21%,0.53%,0.95%,8.95%
128408,chr20,61637331,61638387,1056,20,64,111,999,2,4,12,82,1.89%,6.06%,10.51%,94.60%,0.19%,0.38%,1.14%,7.77%
26696,chr1,248569296,248570405,1109,21,48,69,1106,2,6,7,135,1.89%,4.33%,6.22%,99.73%,0.18%,0.54%,0.63%,12.17%
343169,chr1,247875045,247876105,1060,20,54,78,1000,1,2,6,67,1.89%,5.09%,7.36%,94.34%,0.09%,0.19%,0.57%,6.32%
7697,chr7,64312775,64313732,957,18,41,51,880,3,4,5,80,1.88%,4.28%,5.33%,91.95%,0.31%,0.42%,0.52%,8.36%
26539,chr19,15917817,15918936,1119,21,64,105,1107,3,5,10,109,1.88%,5.72%,9.38%,98.93%,0.27%,0.45%,0.89%,9.74%
57830,chr11,71249071,71250253,1182,22,54,66,1074,3,8,7,107,1.86%,4.57%,5.58%,90.86%,0.25%,0.68%,0.59%,9.05%
50486,chr1,209848765,209849733,968,18,35,55,725,2,3,5,58,1.86%,3.62%,5.68%,74.90%,0.21%,0.31%,0.52%,5.99%
414899,chr11,121986062,121986923,861,16,38,73,626,1,3,6,68,1.86%,4.41%,8.48%,72.71%,0.12%,0.35%,0.70%,7.90%
119765,chr11,48238344,48239314,970,18,39,66,864,0,5,9,89,1.86%,4.02%,6.80%,89.07%,0.00%,0.52%,0.93%,9.18%
83551,chr6,132873832,132874860,1028,19,52,81,981,3,6,10,105,1.85%,5.06%,7.88%,95.43%,0.29%,0.58%,0.97%,10.21%
57152,chr8,143822362,143823829,1467,27,48,70,1000,1,4,6,68,1.84%,3.27%,4.77%,68.17%,0.07%,0.27%,0.41%,4.64%
100131244,chr15,40573645,40574787,1142,21,62,89,620,0,3,4,59,1.84%,5.43%,7.79%,54.29%,0.00%,0.26%,0.35%,5.17%
219469,chr11,56057529,56058566,1037,19,48,74,778,4,4,8,78,1.83%,4.63%,7.14%,75.02%,0.39%,0.39%,0.77%,7.52%
