CHR,START,STOP,ENTREZ
chr1,226819391,226927024,3707
chr1,153634512,153643524,3608
chr1,27648651,27662891,84065
chr1,227057885,227083806,5664
chr1,67390578,67454302,57708
chr1,227085237,227175246,56997
chr1,27668513,27680421,84958
chr1,3370990,3397677,27237
chr1,67465015,67519782,23169
chr1,153651113,153666468,4881
chr1,3406484,3528059,1953
chr1,67557848,67697536,400757
chr1,67632083,67725662,149233
chr1,27681675,27693383,9064
chr1,3541566,3546691,127262
chr1,3547331,3569325,49856
chr1,27695603,27701315,8547
chr1,67773047,67862583,3595
chr1,153700543,153746555,65123
chr1,27705666,27709870,388611
chr1,227177566,227506175,8476
chr1,27719148,27722318,2827
chr1,27730730,27816669,10163
chr1,67873493,67896098,26135
chr1,68150744,68154021,1647
chr1,68167149,68299150,55970
chr1,68511645,68517314,9077
chr1,227751244,227865144,339500
chr1,27860546,27930942,27245
chr1,227916240,227968927,116841
chr1,153746830,153752633,11000
chr1,3569084,3652765,7161
chr1,227918126,227923112,65094
chr1,27938575,27961788,2268
chr1,68564142,68698803,79971
chr1,228003394,228034171,339501
chr1,228106357,228135599,7483
chr1,153777201,153895451,57459
chr1,228194752,228248961,89780
chr1,228270361,228286912,375
chr1,27992572,27998729,2537
chr1,68894505,68915642,6121
chr1,153901977,153919172,9909
chr1,228288427,228293112,79169
chr1,68939835,68962904,55635
chr1,3668962,3688209,148870
chr1,28052490,28089633,199870
chr1,153920145,153931101,200186
chr1,228294380,228297013,128308
chr1,70034081,70617628,57554
chr1,3689352,3692546,388588
chr1,3696784,3713068,57470
chr1,3728645,3773778,9731
chr1,70610488,70671303,55631
chr1,28099694,28150963,23673
chr1,70671365,70718735,9295
chr1,228327663,228336685,2987
chr1,153931575,153940188,27173
chr1,28157289,28178187,5511
chr1,3773845,3801993,1677
chr1,70726271,70820417,81573
chr1,70820488,70851022,11147
chr1,28199055,28213196,9473
chr1,228337553,228347527,57165
chr1,228353516,228369958,200205
chr1,70876901,70905534,1491
chr1,71318036,71513491,5733
chr1,153940010,153946839,148327
chr1,71528974,71546980,9406
chr1,71861623,72748417,257194
chr1,3805689,3816857,339448
chr1,28218035,28241257,6118
chr1,4714792,4852594,55966
chr1,74491699,74663871,127255
chr1,228395831,228566577,84033
chr1,28261504,28285668,27293
chr1,5922871,6052533,261734
chr1,153946745,153950164,10899
chr1,74663896,74699770,8790
chr1,74663919,75009666,51086
chr1,74663947,75010112,51086
chr1,153954127,153958834,5872
chr1,228581374,228594541,81559
chr1,228595641,228604562,51127
chr1,75033795,75139422,127254
chr1,28285973,28294607,55113
chr1,228612546,228613026,8290
chr1,228645065,228645560,92815
chr1,228645808,228646259,128312
chr1,228674762,228683467,149603
chr1,153963235,153964626,6232
chr1,228870824,228882416,58480
chr1,75171170,75199092,1429
chr1,229406822,229441641,10638
chr1,229440129,229441248,10638
chr1,229406822,229441641,5867
chr1,28296855,28415207,2140
chr1,229456758,229479041,126731
chr1,75198836,75232362,127253
chr1,229566992,229569845,58
chr1,28473677,28520447,5724
chr1,75594119,75627218,431707
chr1,28525967,28559536,22826
chr1,153965161,154127592,91181
chr1,6051526,6161253,8514
chr1,229577045,229644103,55746
chr1,75667816,76076801,204962
chr1,28562620,28573417,93974
chr1,229652329,229694442,23456
chr1,28586038,28609002,83667
chr1,229728858,229761794,27097
chr1,229761981,229795946,9816
chr1,28655513,28662476,54797
chr1,76190036,76253260,34
chr1,28696114,28826881,65979
chr1,230193536,230417870,2590
chr1,230457392,230561475,79605
chr1,230778235,230829728,22796
chr1,6161853,6240183,26038
chr1,76251879,76260764,5876
chr1,230838269,230850043,183
chr1,230883130,230937749,10753
chr1,230972865,231005335,84886
chr1,76262567,76378923,4438
chr1,154127784,154167124,7170
chr1,76384558,76398116,127247
chr1,76540404,77100286,256435
chr1,77333126,77531396,81849
chr1,231041989,231114621,79573
chr1,77554675,77685115,10026
chr1,77747736,78025651,26289
chr1,28832455,28865812,1104
chr1,231114727,231136341,64801
chr1,231154704,231175992,375061
chr1,154171848,154178809,388701
chr1,231297858,231357302,440730
chr1,78028101,78149104,26009
chr1,6241329,6269449,6146
chr1,28879597,28905051,54952
chr1,231359509,231376933,128061
chr1,6265535,6281359,388591
chr1,28915835,28969597,6883
chr1,28918712,28921955,115273
chr1,231376953,231413719,8443
chr1,28995244,29045865,10691
chr1,154179182,154193104,25912
chr1,231468480,231473598,149371
chr1,78161672,78225537,23032
chr1,231472850,231490769,83932
chr1,231499497,231560790,54583
chr1,29063133,29096287,51441
chr1,231664399,231702270,7257
chr1,29138654,29190208,4985
chr1,78245309,78344106,374986
chr1,6281253,6296032,23463
chr1,6304252,6305638,390992
chr1,6307406,6321035,387509
chr1,29213603,29446553,2035
chr1,78354198,78409580,91624
chr1,6324329,6454451,11332
chr1,231762561,232177018,27185
chr1,78409740,78444794,8880
chr1,29445940,29450447,399474
chr1,78444859,78483648,11080
chr1,29474255,29508499,6429
chr1,78445226,78604133,54810
chr1,154192655,154243986,9898
chr1,78769568,79005434,5737
chr1,232533711,232697304,57568
chr1,79085607,79111830,10964
chr1,232940643,232946092,54627
chr1,29519385,29557454,51102
chr1,233086351,233119628,84284
chr1,79115481,79129763,10561
chr1,233119181,233431459,80003
chr1,79355449,79472403,64123
chr1,6472478,6484730,54626
chr1,6484848,6521430,83715
chr1,233463514,233520894,84451
chr1,233749750,233808258,3775
chr1,234040679,234460262,148641
chr1,234509202,234519795,388753
chr1,234527059,234614849,6894
chr1,6521211,6526255,8718
chr1,154244987,154248351,10456
chr1,234740015,234745271,359948
chr1,235272651,235292251,9804
chr1,235294498,235324772,23029
chr1,154293566,154297801,89872
chr1,29563028,29653325,10076
chr1,235294949,235491534,51742
chr1,81771845,82458120,23266
chr1,154298029,154323783,57198
chr1,235490665,235507847,9453
chr1,235530675,235612283,6905
chr1,235613238,235667781,148789
chr1,84330711,84464833,79739
chr1,154377669,154441926,3570
chr1,235710987,235814054,2786
chr1,31184124,31196434,4146
chr1,235824341,236046940,1130
chr1,31205316,31230667,7805
chr1,31342314,31381608,9672
chr1,154474695,154520623,126668
chr1,236139130,236228462,4811
chr1,84543745,84704181,5567
chr1,236305832,236385165,7107
chr1,154521053,154531504,55585
chr1,236378855,236445319,56605
chr1,84764049,84855640,148418
chr1,31404353,31538838,9698
chr1,6526152,6580121,57449
chr1,84864215,84880701,58511
chr1,236511562,236648214,128178
chr1,84944942,84963473,80135
chr1,84964008,84972248,2787
chr1,154540257,154552502,1141
chr1,6581407,6614595,79707
chr1,85015289,85040163,1486
chr1,236681300,236716281,3964
chr1,154554538,154600475,103
chr1,85109390,85156486,117178
chr1,6615241,6639817,80835
chr1,236712305,236767804,55127
chr1,6640061,6649340,3104
chr1,31652592,31712401,79570
chr1,85277285,85358896,23566
chr1,31732417,31769662,9410
chr1,85391268,85462796,255231
chr1,154669931,154842756,3782
chr1,236849754,236927931,88
chr1,85464830,85598821,126820
chr1,31769842,31837783,51538
chr1,154897210,154909467,10654
chr1,6650784,6674667,9903
chr1,85483765,85514182,55283
chr1,6673745,6684093,148479
chr1,236958610,237067281,4548
chr1,6684926,6695646,90326
chr1,85622556,85666729,84144
chr1,85715639,85725355,148423
chr1,85731931,85742773,8915
chr1,31838472,31849697,2170
chr1,154916552,154928599,57326
chr1,237167403,237167718,645745
chr1,6694228,6761984,55735
chr1,85784164,86043933,23576
chr1,31882412,31907525,347735
chr1,86046444,86049645,3491
chr1,32042116,32053288,64129
chr1,86115106,86174116,54680
chr1,154929502,154936329,90780
chr1,237205505,237997288,6262
chr1,86194916,86622626,255631
chr1,32083287,32098119,3061
chr1,6845384,7829766,23261
chr1,238045705,238054094,57829
chr1,32095463,32110497,553115
chr1,239549865,240078750,1131
chr1,240177648,240638489,56776
chr1,240652873,240775449,64388
chr1,7831329,7841492,9341
chr1,7844380,7905237,8863
chr1,86814344,86862023,57489
chr1,32117848,32169920,1307
chr1,240931554,241520530,6000
chr1,241660903,241683061,2271
chr1,86889769,86922241,9635
chr1,7903143,7913572,10911
chr1,86934051,86965972,1179
chr1,241695434,241758944,8564
chr1,7979907,8000926,3604
chr1,87012761,87046437,22802
chr1,8014351,8045565,11315
chr1,241753404,241840678,23596
chr1,87170259,87213867,51100
chr1,241792155,241799232,1122
chr1,154934774,154946871,6464
chr1,87328132,87380107,9403
chr1,241815580,241965435,128025
chr1,87380331,87602334,9653
chr1,87794151,87814606,8543
chr1,242011269,242058450,9156
chr1,242158792,242162375,440738
chr1,8064464,8086368,54206
chr1,242246288,242687998,200150
chr1,89149905,89301938,5586
chr1,8377886,8404227,50651
chr1,8412457,8877702,473
chr1,89318615,89357627,2959
chr1,243287730,243418650,9859
chr1,89401456,89458636,56267
chr1,32192718,32230494,576
chr1,154947129,154951725,1163
chr5,61808070,61808309,1163
chr1,89445139,89458643,494115
chr1,243419320,243663394,10806
chr1,89472349,89488577,2635
chr1,8921061,8939308,2023
chr1,243651535,244014381,10000
chr1,154955814,154965587,80308
chr1,89518002,89531043,2633
chr1,244214585,244220778,10472
chr1,244515937,244552965,200159
chr1,89571815,89616139,2634
chr1,244571796,244615436,159
chr1,89597434,89641723,388646
chr1,89646831,89664615,115361
chr1,244617679,244804479,257044
chr1,154966062,154966791,55891
chr1,89724633,89738544,115362
chr1,154975127,154990998,51043
chr1,244816237,244872335,51029
chr1,89829617,89852020,163351
chr1,244998624,245008359,116228
chr1,32256023,32281652,90853
chr1,89990395,90063423,23507
chr1,90098631,90235462,84230
chr1,245014468,245027844,3192
chr1,154990996,155006257,127579
chr1,9005926,9035151,765
chr1,90286573,90402170,55144
chr1,9063359,9086404,155184
chr1,90460671,90501090,284695
chr1,9095166,9148537,6518
chr1,245133007,245290466,84288
chr1,91177096,91182794,343472
chr1,32372022,32410457,8073
chr1,91380859,91487829,84146
chr1,245318287,245872733,55083
chr1,155006300,155023406,149095
chr1,9160364,9189229,80045
chr1,245912642,246670614,64754
chr1,9294834,9331396,9563
chr1,9352939,9429591,80176
chr1,9599541,9645237,84275
chr1,246703862,246729626,64216
chr1,246729746,246831886,163882
chr1,91726323,91870426,164045
chr1,9648932,9674935,199953
chr1,32479430,32526451,10657
chr1,246887349,246931439,51097
chr1,32537632,32568467,55116
chr1,247002400,247095280,25909
chr1,91966408,91991321,8317
chr1,247108849,247242113,93474
chr1,247108849,247171395,57116
chr1,92145902,92371892,7049
chr1,9711790,9789172,5293
chr1,32573639,32642169,23633
chr1,247263264,247267674,79862
chr1,247285277,247335318,7678
chr1,247460714,247495148,84838
chr1,32645287,32663886,200081
chr1,247579458,247612410,114548
chr1,247614255,247615308,127623
chr1,92414928,92479983,676
chr1,9789084,9884584,22883
chr1,32665987,32670988,79140
chr1,247670360,247740992,148823
chr1,32671236,32674288,55721
chr1,247693434,247697141,81472
chr1,247751662,247752615,81470
chr1,247768856,247769838,81469
chr1,247835320,247836365,441933
chr1,247875045,247876105,343169
chr1,247920676,247921982,26188
chr1,247978102,247979031,284532
chr1,248004199,248005254,391189
chr1,92495539,92529093,253152
chr1,248020501,248041507,25893
chr1,32674695,32681797,149069
chr1,248031277,248060449,343171
chr1,248084320,248085258,343172
chr1,92545862,92613393,284697
chr1,248100493,248264224,284521
chr1,248112160,248113098,391190
chr1,248128535,248129641,391191
chr1,248185250,248186188,81466
chr1,248201474,248202607,26246
chr1,32680073,32687972,56063
chr1,248223984,248224922,391192
chr1,248308450,248309388,127059
chr1,248343288,248344331,391194
chr1,248366332,248367392,127062
chr1,248402231,248403166,26245
chr1,92632542,92650280,23285
chr1,248436073,248437138,391195
chr1,248457918,248458880,127064
chr1,248486894,248487899,391196
chr1,9908334,9970394,56998
chr1,248512077,248513015,127066
chr1,248524883,248525929,127074
chr1,248550910,248551836,254879
chr1,92683497,92711370,388649
chr1,248569296,248570405,26696
chr1,248616077,248617130,401992
chr1,248636627,248637634,343173
chr1,248651885,248652898,401993
chr1,248684916,248685964,391211
chr1,248721784,248722797,343563
chr1,248737022,248738080,127068
chr1,248756052,248757100,127069
chr1,248789420,248790491,127077
chr1,248801588,248802559,403244
chr1,248813232,248814185,403239
chr1,248844628,248845629,401994
chr1,249104648,249120832,80851
chr1,9982173,10003465,84328
chr1,92711959,92764544,11146
chr1,249132409,249143716,79894
chr1,92764522,92867613,79871
chr10,88614453,88615993,79871
chr1,249144205,249153343,55657
chr1,10003486,10045559,64802
chr1,32687529,32697205,8668
chr1,10057264,10076078,116362
chr1,92940319,92952433,2672
chr1,32712834,32714457,84734
chr1,155023042,155035252,8751
chr1,92974253,93257961,7813
chr1,10092890,10241297,10277
chr1,14363,29806,100287171
chr16,64043,69452,100287171
chr1,32716840,32751766,3932
chr1,93297582,93307481,6125
chr1,93307724,93427057,388650
chr1,32757687,32799236,3065
chr1,93544792,93604638,22823
chr1,93615299,93646285,50999
chr1,10270863,10441661,23095
chr1,93645476,93744287,343099
chr1,32799433,32801980,65108
chr1,32817122,32829913,81629
chr1,32826871,32829879,100128071
chr1,155036207,155042029,1945
chr1,93811445,93835055,1810
chr1,155036224,155060014,1944
chr1,32830704,32860332,55108
chr1,155099936,155107333,1942
chr1,93913688,94020218,54874
chr1,94027347,94312706,8412
chr1,155107820,155111329,55974
chr1,94333373,94345474,30836
chr1,10458649,10480201,5226
chr1,94350761,94374966,2730
chr1,32930670,32962287,728116
chr1,10490159,10512210,378708
chr1,33005028,33071540,653121
chr1,155112367,155113071,54344
chr1,33065773,33116504,339487
chr1,94458393,94586688,24
chr1,155141884,155145951,200185
chr1,10509776,10511959,1325
chr1,33116743,33151812,5928
chr1,10516579,10532583,1676
chr1,94614544,94740624,9411
chr1,10532345,10690815,5195
chr1,10696661,10856707,54897
chr1,155145873,155157447,80128
chr1,94883933,94984222,5825
chr1,33145507,33169197,81493
chr1,94994781,95007356,2152
chr1,33207486,33240571,57648
chr1,11006528,11042094,148345
chr1,95285898,95360802,126969
chr1,11072414,11085796,23435
chr1,33240840,33283754,8565
chr1,33282368,33324476,64766
chr1,155158300,155162707,4582
chr1,95362507,95392834,1266
chr1,33327869,33338083,252995
chr1,95439963,95538501,199857
chr1,95582894,95663163,148534
chr1,95699711,95712781,25950
chr1,11086580,11107290,10747
chr1,11114641,11120081,6723
chr1,33351595,33364042,3208
chr1,33360195,33367039,113452
chr1,33402046,33430286,127544
chr1,11126675,11159938,5394
chr1,97187221,97289294,58155
chr1,97543299,98386605,1806
chr1,155165379,155178842,7059
chr1,99127236,99226056,51375
chr1,11166592,11322564,2475
chr1,33546705,33586131,113451
chr1,99355806,99470588,163404
chr1,99729509,99775146,9890
chr1,100111499,100160097,54873
chr1,33611003,33647660,55223
chr1,100174259,100232187,391059
chr1,155178490,155183615,4580
chr1,33722146,33766320,149076
chr1,33772367,33786699,127550
chr1,11249398,11256038,10218
chr1,11333263,11356106,29914
chr1,155204243,155214490,2629
chr1,33789224,33896653,1912
chr1,100315640,100389579,178
chr1,100435345,100492535,23443
chr1,155216996,155225274,10712
chr1,100503653,100548933,64645
chr1,11539223,11597641,57540
chr1,33938246,33962107,7579
chr1,11708424,11715842,26232
chr1,100549119,100598511,163786
chr1,11714432,11723384,93611
chr1,100598706,100616053,54482
chr1,100614409,100643771,127495
chr1,33979609,34631443,114784
chr1,155225770,155232221,10067
chr1,100652475,100715390,1629
chr1,100731763,100758325,8634
chr1,11724181,11734411,26270
chr1,11734537,11751707,10459
chr1,100810584,100985833,8556
chr1,155232659,155248282,1196
chr1,34326076,34330392,127540
chr1,34632484,34684732,84970
chr1,35178338,35325417,113444
chr1,101003693,101007574,54112
chr1,11751786,11785914,374946
chr1,101185298,101204601,7412
chr1,155247374,155259639,57657
chr1,35220648,35224113,2709
chr1,35225342,35229325,127534
chr1,35246790,35251970,2707
chr1,35258599,35261348,2701
chr1,101337943,101361554,2135
chr1,35331037,35395186,58512
chr1,155259630,155271225,5313
chr1,101455179,101491644,51611
chr1,35447134,35497342,9204
chr1,35449523,35497569,9204
chr1,35447136,35450954,100506144
chr1,11796141,11814859,57085
chr1,101702444,101707074,1901
chr1,155278539,155290457,2224
chr1,102268130,102462586,118427
chr1,11845780,11866977,4524
chr1,35525387,35581460,79830
chr1,155290687,155300905,23623
chr1,103342023,103574052,1301
chr1,35641979,35658749,6421
chr1,11866207,11903201,1185
chr1,35734568,35887659,9202
chr1,155305059,155532598,55870
chr1,104068313,104097861,55599
chr1,11905766,11908402,4878
chr1,11917521,11918988,4879
chr1,11979648,11986485,90231
chr1,104096437,104122156,280
chr1,104159999,104168402,279
chr1,11994262,12035595,5351
chr1,104197912,104207173,278
chr1,104230037,104239302,278
chr1,104293028,104301312,278
chr1,104197912,104207173,277
chr1,104230037,104239302,277
chr1,104293028,104301312,277
chr1,104197912,104207173,276
chr1,104230037,104239302,276
chr1,104293028,104301312,276
chr1,155579979,155718153,55154
chr1,107599267,107601916,55170
chr1,35899091,36023551,79932
chr1,107682629,108026080,22854
chr1,12040238,12073571,9927
chr1,108113782,108507766,10451
chr1,36023074,36032875,23154
chr1,12079523,12092102,60672
chr1,108676658,108743471,29957
chr1,12123434,12204264,943
chr1,108765963,108786689,148545
chr1,108918421,109013624,653149
chr1,36038971,36060929,339488
chr1,36067185,36107445,5690
chr1,12227060,12269285,7133
chr1,36179476,36185073,127703
chr1,109102711,109187522,284611
chr1,109190912,109204148,113802
chr1,36185819,36235568,63967
chr1,155629237,155658791,55249
chr1,109234945,109244425,55119
chr1,109255279,109285365,163479
chr1,12290124,12572099,55187
chr1,109289296,109352148,6814
chr1,36273773,36323491,192670
chr1,36335409,36395211,26523
chr1,109358520,109506106,254268
chr1,109417972,109477167,29899
chr1,155657751,155708801,7818
chr1,36396319,36538101,192669
