ENSGID,ENTREZ,CHR,START,END,EXON_LENGTH,GENESIZE,EXON_RATIO
ENSG00000143494,79805,1,213123862,213165379,4669,41518,0.112457247
ENSG00000197785,83858,1,1447531,1470067,2877,22537,0.127656742
ENSG00000197785,55210,1,1447531,1470067,2877,22537,0.127656742
ENSG00000143398,8394,1,151170425,151222012,4045,51588,0.078409708
ENSG00000116212,115353,1,54411750,54433841,2157,22092,0.097637154
ENSG00000174606,90806,1,213165524,213189168,5230,23645,0.221188412
ENSG00000203985,388633,1,54474412,54483856,932,9445,0.098676548
ENSG00000205090,339453,1,1470554,1475833,752,5280,0.142424242
ENSG00000160075,29101,1,1477053,1510249,3718,33197,0.111998072
ENSG00000116209,9528,1,54497347,54519177,4072,21831,0.186523751
ENSG00000228594,643988,1,1533392,1535476,2085,2085,1
ENSG00000136643,26750,1,213224589,213448116,5886,223528,0.026332272
ENSG00000159352,5710,1,151227179,151239955,1557,12777,0.121859591
ENSG00000116205,127428,1,54519260,54578192,4344,58933,0.073710824
ENSG00000117707,5629,1,214156524,214214595,8699,58072,0.149796804
ENSG00000188672,6006,1,25688740,25756683,2107,67944,0.031010832
ENSG00000188672,6007,1,25688740,25756683,2107,67944,0.031010832
ENSG00000157211,200008,1,54598747,54619443,2723,20697,0.131564961
ENSG00000143499,56950,1,214454445,214510474,1671,56030,0.029823309
ENSG00000215883,606495,1,54638009,54665709,3890,27701,0.140428143
ENSG00000232671,,1,151252500,151254405,622,1906,0.32633788
ENSG00000143373,57592,1,151254094,151264656,6243,10563,0.591025277
ENSG00000116221,51253,1,54649714,54691137,2138,41424,0.051612592
ENSG00000197530,142678,1,1550795,1565990,4131,15196,0.271847855
ENSG00000157216,23648,1,54691105,54879152,2397,188048,0.012746746
ENSG00000152104,5784,1,214522039,214725792,12985,203754,0.06372881
ENSG00000143393,5298,1,151264273,151300191,4816,35919,0.134079457
ENSG00000117724,1063,1,214776538,214837931,10307,61394,0.167882855
ENSG00000198711,,1,54703710,54704736,1027,1027,1
ENSG00000162390,26027,1,55007930,55104865,7740,96936,0.079846497
ENSG00000204178,55219,1,25757388,25826700,3940,69313,0.056843594
ENSG00000157978,26119,1,25870071,25895377,2940,25307,0.116173391
ENSG00000082482,3776,1,215179118,215410436,3830,231319,0.016557222
ENSG00000162391,338094,1,55074855,55089229,2005,14375,0.139478261
ENSG00000136636,51133,1,215740735,215795149,4206,54415,0.077294864
ENSG00000184313,374977,1,55107463,55175939,4525,68477,0.066080582
ENSG00000143390,5993,1,151313116,151319833,4069,6718,0.605686216
ENSG00000042781,7399,1,215796236,216596738,20267,800503,0.025317831
ENSG00000117643,57134,1,25943959,26112698,5310,168740,0.031468531
ENSG00000243725,7268,1,55181495,55208330,2395,26836,0.089245789
ENSG00000189409,8510,1,1567474,1570639,1667,3166,0.526531901
ENSG00000162396,25973,1,55222571,55230187,2347,7617,0.308126559
ENSG00000006555,55001,1,55245385,55266940,4439,21556,0.205928744
ENSG00000196482,2104,1,216676588,217311097,7476,634510,0.01178232
ENSG00000162430,57190,1,26126667,26144713,4343,18047,0.240649415
ENSG00000162398,163747,1,55271736,55307925,1777,36190,0.049101962
ENSG00000116133,1718,1,55315306,55352891,4441,37586,0.118155696
ENSG00000117640,56181,1,26145131,26159432,4552,14302,0.318277164
ENSG00000143001,199964,1,55446465,55457966,1097,11502,0.095374717
ENSG00000092978,55105,1,217600334,217804424,7860,204091,0.038512232
ENSG00000162399,7809,1,55464606,55476556,3472,11951,0.290519622
ENSG00000169174,255738,1,55505221,55530525,4081,25305,0.161272476
ENSG00000248333,728642,1,1570603,1590473,3130,19871,0.157515978
ENSG00000248333,984,1,1570603,1590473,3130,19871,0.157515978
ENSG00000143416,8991,1,151336778,151345209,2046,8432,0.242647059
ENSG00000162814,128153,1,217804666,218045038,5818,240373,0.02420405
ENSG00000067533,51018,1,218458629,218511325,7771,52697,0.1474657
ENSG00000092969,7042,1,218519577,218617961,5053,98385,0.051359455
ENSG00000162402,23358,1,55532032,55680786,10549,148755,0.070915263
ENSG00000228208,,1,218683438,218699320,762,15883,0.047975823
ENSG00000143353,127018,1,219347186,219386207,1898,39022,0.048639229
ENSG00000196660,55532,1,219858769,220131989,2076,273221,0.007598245
ENSG00000162407,8613,1,56960419,57110974,3292,150556,0.021865618
ENSG00000127423,79000,1,26158414,26185903,2352,27490,0.085558385
ENSG00000182749,164091,1,26187701,26197744,3297,10044,0.328255675
ENSG00000162409,5563,1,57110995,57181008,9347,70014,0.133501871
ENSG00000117632,3925,1,26210672,26233482,2866,22811,0.125641138
ENSG00000136628,2058,1,220141943,220220000,5035,78058,0.064503318
ENSG00000159377,5692,1,151372010,151374420,964,2411,0.399834094
ENSG00000189339,728661,1,1592939,1624167,6345,31229,0.203176535
ENSG00000187889,199920,1,57184477,57285369,3135,100893,0.031072522
ENSG00000158006,5051,1,26286258,26324648,3828,38391,0.09971087
ENSG00000157131,731,1,57320479,57383894,2356,63416,0.037151508
ENSG00000021852,732,1,57394883,57431813,2510,36931,0.067964583
ENSG00000158008,2134,1,26346375,26362955,4015,16581,0.242144623
ENSG00000008128,728642,1,1634169,1655766,3250,21598,0.150476896
ENSG00000008128,984,1,1634169,1655766,3250,21598,0.150476896
ENSG00000162813,10380,1,220230824,220263804,2828,32981,0.085746339
ENSG00000173406,1600,1,57460451,59012406,6224,1551956,0.004010423
ENSG00000067704,55699,1,220267444,220321380,3557,53937,0.065947309
ENSG00000158014,7780,1,26363743,26372624,3264,8882,0.367484801
ENSG00000162600,115209,1,58881056,59012474,3373,131419,0.025666
ENSG00000158022,84676,1,26377795,26394927,1770,17133,0.103309403
ENSG00000184292,4070,1,59041099,59043166,2068,2068,1
ENSG00000175087,149420,1,26437664,26452034,4527,14371,0.315009394
ENSG00000197245,79927,1,26485511,26489119,1524,3609,0.422277639
ENSG00000162601,114803,1,59120411,59165764,7785,45354,0.171649689
ENSG00000142684,51042,1,26496362,26498551,1956,2190,0.893150685
ENSG00000118873,25782,1,220321635,220445796,7347,124162,0.059172694
ENSG00000118873,6791,1,220321635,220445796,7347,124162,0.059172694
ENSG00000177606,3725,1,59246465,59249785,3321,3321,1
ENSG00000143442,23126,1,151375200,151431941,7528,56742,0.132670685
ENSG00000142675,10256,1,26503894,26516377,2931,12484,0.234780519
ENSG00000172456,55277,1,59762310,60233347,2574,471038,0.005464527
ENSG00000134709,51361,1,60280458,60342050,5969,61593,0.096910363
ENSG00000116141,4139,1,220701568,220837803,5280,136236,0.038756276
ENSG00000215790,728661,1,1656277,1677431,2433,21155,0.115008272
ENSG00000215790,9906,1,1656277,1677431,2433,21155,0.115008272
ENSG00000134716,1573,1,60358980,60392462,1896,33483,0.05662575
ENSG00000162817,79762,1,220863187,220872499,3413,9313,0.366476968
ENSG00000117791,54996,1,220921567,220958150,2262,36584,0.061830308
ENSG00000143375,57530,1,151482986,151511168,5328,28183,0.189050137
ENSG00000186205,64757,1,220960101,220987735,2339,27635,0.084639045
ENSG00000162598,127795,1,60452941,60539442,2122,86502,0.024531225
ENSG00000136630,3142,1,221051699,221058401,4144,6703,0.618230643
ENSG00000143507,11221,1,221874766,221915518,3294,40753,0.080828405
ENSG00000143512,79802,1,222695602,222721445,2575,25844,0.099636279
ENSG00000162599,4774,1,61330931,61928465,10777,597535,0.018035764
ENSG00000143498,9015,1,222731244,222763275,2413,32032,0.075330919
ENSG00000143367,7286,1,151512781,151556059,3250,43279,0.075094157
ENSG00000162604,83941,1,62146718,62191095,4019,44378,0.090562892
ENSG00000188782,378807,1,26517052,26529459,1996,12408,0.160863959
ENSG00000130695,64793,1,26560691,26605299,3937,44609,0.088255733
ENSG00000154305,375056,1,222791428,222841354,8787,49927,0.175996956
ENSG00000142669,83442,1,26605667,26608007,1780,2341,0.760358821
ENSG00000132849,10207,1,62208149,62629592,8967,421444,0.021276848
ENSG00000143376,81609,1,151584541,151671567,7229,87027,0.083066175
ENSG00000158062,91544,1,26607819,26644854,4157,37036,0.112242143
ENSG00000008130,65220,1,1682671,1711896,4262,29226,0.145829056
ENSG00000186063,64853,1,222841355,222886552,3449,45198,0.076308686
ENSG00000159409,11189,1,151674880,151689290,3247,14411,0.225313996
ENSG00000162819,148362,1,222885895,222908538,4172,22644,0.184243067
ENSG00000240563,54596,1,62660503,62678000,3849,17498,0.219967996
ENSG00000078369,2782,1,1716729,1822495,3274,105767,0.030954835
ENSG00000132854,163782,1,62702651,62785085,5980,82435,0.072542003
ENSG00000197520,400823,1,222910549,222924147,1586,13599,0.116626223
ENSG00000169885,163688,1,1846266,1848735,1101,2470,0.445748988
ENSG00000154309,84976,1,222988406,223179337,5165,190932,0.027051516
ENSG00000178821,339456,1,1849029,1850712,1389,1684,0.824821853
ENSG00000162607,7398,1,62901968,62917475,4263,15508,0.274890379
ENSG00000187554,7100,1,223282748,223316624,4385,33877,0.129438852
ENSG00000142609,85452,1,1853396,1935276,4089,81881,0.049938325
ENSG00000178796,284485,1,151682909,151702281,1856,19373,0.095803438
ENSG00000143502,55061,1,223394161,223537544,4143,143384,0.028894437
ENSG00000187730,2563,1,1950780,1962192,1913,11413,0.167615877
ENSG00000169442,1043,1,26644448,26647014,468,2567,0.182313985
ENSG00000143436,65005,1,151732119,151736040,1296,3922,0.330443651
ENSG00000176092,55057,1,26648350,26680621,4071,32272,0.126146505
ENSG00000178395,164127,1,223566715,223568812,2098,2098,1
ENSG00000203697,388743,1,223711349,223853436,4200,142088,0.029559146
ENSG00000116641,85440,1,62920399,63153969,7925,233571,0.033929726
ENSG00000067606,5590,1,1981909,2116834,5255,134926,0.038947275
ENSG00000176083,257101,1,26688125,26701013,2379,12889,0.184575995
ENSG00000143450,51686,1,151735445,151743808,4251,8364,0.508249641
ENSG00000131914,79727,1,26737269,26756213,4008,18945,0.211559778
ENSG00000162909,824,1,223889295,223963720,3812,74426,0.05121866
ENSG00000117682,79947,1,26758773,26797785,4592,39013,0.117704355
ENSG00000143514,7159,1,223967601,224033674,4783,66074,0.072388534
ENSG00000182134,11022,1,151742583,151763892,4007,21310,0.188033787
ENSG00000132855,27329,1,63063158,63071830,2805,8673,0.323417503
ENSG00000125703,84938,1,63249806,63331184,3110,81379,0.038216247
ENSG00000143756,23219,1,224301789,224349749,5451,47961,0.113654845
ENSG00000162585,199990,1,2115903,2144159,3826,28257,0.135400078
ENSG00000143753,8560,1,224363458,224381143,2293,17686,0.129650571
ENSG00000187140,27022,1,63788730,63790797,2068,2068,1
ENSG00000088035,29929,1,63833261,63904233,3378,70973,0.047595565
ENSG00000198830,3151,1,26798941,26802463,1191,3523,0.33806415
ENSG00000213171,339398,1,151772740,151778630,3379,5891,0.573586827
ENSG00000157933,6497,1,2160134,2241558,5613,81425,0.068934602
ENSG00000143748,4931,1,224415036,224518089,3405,103054,0.03304093
ENSG00000142856,23421,1,63906441,64059392,1094,152952,0.007152571
ENSG00000143365,6097,1,151778547,151804348,3433,25802,0.133051701
ENSG00000116151,79906,1,2252692,2323146,2558,70455,0.036306863
ENSG00000117676,6195,1,26856252,26901521,3701,45270,0.081753921
ENSG00000203965,84455,1,63989043,64038364,2313,49322,0.046895909
ENSG00000225556,100191040,1,151810295,151813033,1757,2739,0.641474991
ENSG00000196407,284486,1,151819739,151826173,984,6435,0.152913753
ENSG00000143771,29097,1,224544552,224567161,4125,22610,0.182441398
ENSG00000159445,117145,1,151846060,151882284,2555,36225,0.070531401
ENSG00000157916,11079,1,2323267,2336883,4996,13617,0.366894323
ENSG00000079739,5236,1,64058947,64125916,3476,66970,0.051903838
ENSG00000197747,6281,1,151955391,151966866,1258,11476,0.109620077
ENSG00000163191,6282,1,152004982,152020383,594,15402,0.03856642
ENSG00000182898,126637,1,152056620,152061540,3603,4921,0.732168258
ENSG00000162923,80232,1,224572845,224624735,7514,51891,0.14480353
ENSG00000159450,7062,1,152078793,152086556,6900,7764,0.888717156
ENSG00000185483,4919,1,64239693,64647181,6711,407489,0.016469156
ENSG00000215853,126638,1,152126071,152131704,3569,5634,0.633475328
ENSG00000157911,5192,1,2336236,2345236,2280,9001,0.253305188
ENSG00000197915,388697,1,152184558,152196669,9623,12112,0.794501321
ENSG00000177414,148581,1,64669310,64733051,1753,63742,0.02750149
ENSG00000143631,2312,1,152274651,152297679,12747,23029,0.553519475
ENSG00000143520,388698,1,152321211,152332482,9124,11272,0.809439319
ENSG00000158966,57685,1,64936428,65158741,5322,222314,0.023939113
ENSG00000143536,49860,1,152381719,152386739,1902,5021,0.378809002
ENSG00000186207,254910,1,152483320,152484653,819,1334,0.613943028
ENSG00000143786,149111,1,224622362,224928251,2558,305890,0.008362483
ENSG00000169509,54544,1,152486978,152488486,700,1509,0.463883366
ENSG00000185966,353145,1,152538130,152539248,611,1119,0.546023235
ENSG00000163202,84648,1,152551857,152552980,613,1124,0.545373665
ENSG00000244057,353144,1,152573138,152573562,425,425,1
ENSG00000149527,9651,1,2357419,2436969,6375,79551,0.08013727
ENSG00000187238,353143,1,152586287,152586574,288,288,1
ENSG00000185962,353142,1,152595310,152595579,270,270,1
ENSG00000187223,353141,1,152635872,152637135,609,1264,0.481803797
ENSG00000162437,55225,1,65210778,65298915,4401,88138,0.04993306
ENSG00000159455,26239,1,152647771,152659877,646,12107,0.053357562
ENSG00000187180,353140,1,152647771,152649050,614,1280,0.4796875
ENSG00000187173,353139,1,152670840,152671918,592,1079,0.548656163
ENSG00000187170,199834,1,152680636,152681967,680,1332,0.510510511
ENSG00000198854,100129271,1,152691998,152692905,908,908,1
ENSG00000117713,8289,1,27022524,27108595,9014,86072,0.104726276
ENSG00000162434,3716,1,65298912,65432187,5047,133276,0.037868784
ENSG00000203786,448834,1,152730506,152734529,2523,4024,0.626988072
ENSG00000240386,353137,1,152748848,152749445,598,598,1
ENSG00000186226,353135,1,152758690,152760902,1299,2213,0.586985992
ENSG00000172155,353134,1,152769227,152770657,430,1431,0.300489168
ENSG00000197084,353133,1,152777311,152779107,695,1797,0.386755704
ENSG00000196734,353132,1,152784447,152785585,1139,1139,1
ENSG00000186844,353131,1,152799949,152800573,625,625,1
ENSG00000185842,127602,1,225083964,225586996,15824,503033,0.031457181
ENSG00000235942,448835,1,152815344,152816459,628,1116,0.562724014
ENSG00000163206,4184,1,152850793,152857523,775,6731,0.11513891
ENSG00000162433,100507855,1,65613232,65697828,7284,84597,0.086102344
ENSG00000162433,205,1,65613232,65697828,7284,84597,0.086102344
ENSG00000163207,3713,1,152881021,152884362,2153,3342,0.644225015
ENSG00000184148,163778,1,152943142,152945050,733,1909,0.383970665
ENSG00000169474,6698,1,152956557,152958289,647,1733,0.373341027
ENSG00000163209,6707,1,152974223,152976332,986,2110,0.467298578
ENSG00000116675,9829,1,65713902,65881552,6451,167651,0.038478745
ENSG00000169469,6699,1,153003678,153005376,620,1699,0.364920541
ENSG00000163216,6703,1,153012201,153014407,1057,2207,0.478930675
ENSG00000241794,6700,1,153028589,153030013,709,1425,0.49754386
ENSG00000143815,3930,1,225589204,225616627,4673,27424,0.170398191
ENSG00000196805,6701,1,153042700,153113927,704,71228,0.009883754
ENSG00000203785,6704,1,153065611,153078660,734,13050,0.056245211
ENSG00000157881,55229,1,2439972,2458039,2649,18068,0.146612796
ENSG00000244094,6705,1,153084590,153085991,681,1402,0.485734665
ENSG00000159516,6706,1,153122058,153123345,568,1288,0.440993789
ENSG00000203784,149018,1,153175919,153177596,523,1678,0.311680572
ENSG00000060642,55650,1,27113963,27124889,3356,10927,0.30712913
ENSG00000203783,574414,1,153190060,153191793,1229,1734,0.708765859
ENSG00000154380,55740,1,225674537,225840844,13909,166308,0.08363398
ENSG00000203782,4014,1,153232176,153234598,1230,2423,0.507635163
ENSG00000116678,54741,1,65886248,66107242,10924,220995,0.049430983
ENSG00000116678,3953,1,65886248,66107242,10924,220995,0.049430983
ENSG00000204160,84243,1,27153201,27184093,5090,30893,0.164762244
ENSG00000159527,114771,1,153270338,153283194,1173,12857,0.091234347
ENSG00000197921,388585,1,2460184,2461684,1306,1501,0.870086609
ENSG00000163218,57115,1,153302596,153321316,2128,18721,0.113669142
ENSG00000157873,8764,1,2487078,2496821,2386,9744,0.244868637
ENSG00000143742,6726,1,225965531,225978168,1712,12638,0.135464472
ENSG00000213625,54741,1,65886270,65901690,4622,15421,0.299721159
ENSG00000143819,2052,1,225997794,226033260,2300,35467,0.064849015
ENSG00000163220,6280,1,153330330,153333503,577,3174,0.18178954
ENSG00000163221,6283,1,153346184,153348125,516,1942,0.265705458
ENSG00000143546,6279,1,153362508,153363664,643,1157,0.555747623
ENSG00000196187,9725,1,226033237,226070069,4544,36833,0.123367632
ENSG00000184330,338324,1,153389000,153395701,4457,6702,0.665025366
ENSG00000175793,2810,1,27189633,27190947,1315,1315,1
ENSG00000184588,5142,1,66258197,66840259,6425,582063,0.011038324
ENSG00000142751,54707,1,27202624,27216788,4727,14165,0.333709848
ENSG00000143556,6278,1,153430220,153433177,536,2958,0.181203516
ENSG00000198746,63906,1,27216979,27226957,2225,9979,0.222968233
ENSG00000197956,6277,1,153507075,153508720,862,1646,0.523693803
ENSG00000196420,6276,1,153509623,153514241,784,4619,0.169733709
ENSG00000090273,10726,1,27226729,27273353,2507,46625,0.053769437
ENSG00000243709,10637,1,226073982,226099082,1626,25101,0.064778296
ENSG00000196154,6275,1,153516089,153522612,827,6524,0.126762722
ENSG00000143811,102466270,1,226107578,226111978,1689,4401,0.383776414
ENSG00000143811,29920,1,226107578,226111978,1689,4401,0.383776414
ENSG00000188015,6274,1,153519805,153521848,955,2044,0.467221135
ENSG00000131910,8431,1,27237980,27240457,1156,2478,0.466505246
ENSG00000175707,126695,1,27276053,27286897,1793,10845,0.165329645
ENSG00000253368,388610,1,27320198,27327389,1976,7192,0.274749722
ENSG00000143768,10637,1,226124298,226129189,2293,4892,0.468724448
ENSG00000143768,7044,1,226124298,226129189,2293,4892,0.468724448
ENSG00000196754,6273,1,153533584,153540366,1567,6783,0.231018723
ENSG00000157870,127281,1,2517930,2522908,2823,4979,0.566981322
ENSG00000158246,115572,1,27331511,27339327,2368,7817,0.302929513
ENSG00000118473,84251,1,66999066,67213982,8987,214917,0.041816143
ENSG00000143751,163859,1,226170403,226187032,3975,16630,0.239025857
ENSG00000090020,6548,1,27425306,27493472,5212,68167,0.076459284
ENSG00000188643,140576,1,153579362,153585621,1613,6260,0.257667732
ENSG00000163041,3021,1,226249552,226259702,3146,10151,0.309920205
ENSG00000163041,3020,1,226249552,226259702,3146,10151,0.309920205
ENSG00000189334,57402,1,153586731,153589462,1277,2732,0.467423133
ENSG00000142606,79258,1,2522078,2564481,2905,42404,0.068507688
ENSG00000182827,64746,1,226332380,226374431,3573,42052,0.084966232
ENSG00000152760,200132,1,67218142,67244470,2001,26329,0.075999848
ENSG00000189171,6284,1,153591263,153606568,1360,15306,0.088854044
