Drug_bank,MGI_essential,Haploinsufficient,highPhi,highPLI_Exac,highShet_Cassa,MissenseZ_Samocha,Autosomal_dominant,OMIM_diseasegenes,TF,high_EDS,Olfactory,Clinvar,GWAS_nearest,Universe,eQTL_deficient,Genes_withSNPs_r01_100kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_10kb,Genes_withSNPs_all_SNPs_10kb
,,,,,,,,,,,,348180,118663,7913,,,,,,,,,
,,,,,,,,,,,,348938,118670,7915,,,,,,,,,
,,,,,,,,,,,,348980,118788,7916,,,,,,,,,
,,,,,,,,,,,,352909,118924,7917,,,,,,,,,
,,,,,,,,,,,,353238,118932,7918,,,,,,,,,
,,,,,,,,,,,,353497,118980,7919,,,,,,,,,
,,,,,,,,,,,,353513,118987,7920,,,,,,,,,
,,,,,,,,,,,,359845,119032,7922,,,,,,,,,
,,,,,,,,,,,,359948,119180,7923,,,,,,,,,
,,,,,,,,,,,,374286,119392,7932,,,,,,,,,
,,,,,,,,,,,,374291,119548,7936,,,,,,,,,
,,,,,,,,,,,,374393,119682,7940,,,,,,,,,
,,,,,,,,,,,,374407,119749,7941,,,,,,,,,
,,,,,,,,,,,,374462,120114,7942,,,,,,,,,
,,,,,,,,,,,,374654,120227,7957,,,,,,,,,
,,,,,,,,,,,,374868,120406,7965,,,,,,,,,
,,,,,,,,,,,,374977,120425,7975,,,,,,,,,
,,,,,,,,,,,,375287,120526,7976,,,,,,,,,
,,,,,,,,,,,,375298,120586,7978,,,,,,,,,
,,,,,,,,,,,,375323,120892,7979,,,,,,,,,
,,,,,,,,,,,,375611,120935,7980,,,,,,,,,
,,,,,,,,,,,,375612,121006,7982,,,,,,,,,
,,,,,,,,,,,,375748,121130,7984,,,,,,,,,
,,,,,,,,,,,,375775,121214,7988,,,,,,,,,
,,,,,,,,,,,,375790,121227,7991,,,,,,,,,
,,,,,,,,,,,,376940,121256,7993,,,,,,,,,
,,,,,,,,,,,,377047,121260,7994,,,,,,,,,
,,,,,,,,,,,,378708,121268,8000,,,,,,,,,
,,,,,,,,,,,,378884,121273,8001,,,,,,,,,
,,,,,,,,,,,,378951,121274,8019,,,,,,,,,
,,,,,,,,,,,,386617,121340,8021,,,,,,,,,
,,,,,,,,,,,,387082,121457,8022,,,,,,,,,
,,,,,,,,,,,,387119,121506,8027,,,,,,,,,
,,,,,,,,,,,,387509,121512,8028,,,,,,,,,
,,,,,,,,,,,,387700,121599,8029,,,,,,,,,
,,,,,,,,,,,,387723,121665,8030,,,,,,,,,
,,,,,,,,,,,,387733,122042,8031,,,,,,,,,
,,,,,,,,,,,,387787,122060,8034,,,,,,,,,
,,,,,,,,,,,,387911,122402,8036,,,,,,,,,
,,,,,,,,,,,,387990,122416,8038,,,,,,,,,
,,,,,,,,,,,,388284,122618,8045,,,,,,,,,
,,,,,,,,,,,,388324,122622,8048,,,,,,,,,
,,,,,,,,,,,,388389,122704,8050,,,,,,,,,
,,,,,,,,,,,,388531,122706,8061,,,,,,,,,
,,,,,,,,,,,,388551,122769,8065,,,,,,,,,
,,,,,,,,,,,,388552,122945,8073,,,,,,,,,
,,,,,,,,,,,,388662,122953,8074,,,,,,,,,
,,,,,,,,,,,,388698,122961,8076,,,,,,,,,
,,,,,,,,,,,,388753,123036,8079,,,,,,,,,
,,,,,,,,,,,,388886,123041,8082,,,,,,,,,
,,,,,,,,,,,,388939,123624,8085,,,,,,,,,
,,,,,,,,,,,,388962,123688,8086,,,,,,,,,
,,,,,,,,,,,,389058,123745,8087,,,,,,,,,
,,,,,,,,,,,,389073,123811,8089,,,,,,,,,
,,,,,,,,,,,,389151,123876,8091,,,,,,,,,
,,,,,,,,,,,,389152,123904,8092,,,,,,,,,
,,,,,,,,,,,,389207,124044,8099,,,,,,,,,
,,,,,,,,,,,,389400,124045,8100,,,,,,,,,
,,,,,,,,,,,,389434,124359,8106,,,,,,,,,
,,,,,,,,,,,,389549,124446,8110,,,,,,,,,
,,,,,,,,,,,,389668,124460,8111,,,,,,,,,
,,,,,,,,,,,,389692,124491,8115,,,,,,,,,
,,,,,,,,,,,,389827,124535,8120,,,,,,,,,
,,,,,,,,,,,,389856,124540,8125,,,,,,,,,
,,,,,,,,,,,,389874,124565,8128,,,,,,,,,
,,,,,,,,,,,,390594,124626,8131,,,,,,,,,
,,,,,,,,,,,,391475,124801,8139,,,,,,,,,
,,,,,,,,,,,,392255,124817,8140,,,,,,,,,
,,,,,,,,,,,,399687,124842,8148,,,,,,,,,
,,,,,,,,,,,,400451,124857,8153,,,,,,,,,
,,,,,,,,,,,,400566,124930,8161,,,,,,,,,
,,,,,,,,,,,,400916,124961,8165,,,,,,,,,
,,,,,,,,,,,,401024,124989,8170,,,,,,,,,
,,,,,,,,,,,,401089,124997,8174,,,,,,,,,
,,,,,,,,,,,,401115,125058,8175,,,,,,,,,
,,,,,,,,,,,,401138,125206,8178,,,,,,,,,
,,,,,,,,,,,,401145,125931,8189,,,,,,,,,
,,,,,,,,,,,,401474,125950,8190,,,,,,,,,
,,,,,,,,,,,,401612,126006,8192,,,,,,,,,
,,,,,,,,,,,,402381,126133,8193,,,,,,,,,
,,,,,,,,,,,,402569,126208,8195,,,,,,,,,
,,,,,,,,,,,,404672,126328,8200,,,,,,,,,
,,,,,,,,,,,,405753,126364,8202,,,,,,,,,
,,,,,,,,,,,,408050,126375,8204,,,,,,,,,
,,,,,,,,,,,,414235,126526,8208,,,,,,,,,
,,,,,,,,,,,,440068,126549,8209,,,,,,,,,
,,,,,,,,,,,,440138,126637,8214,,,,,,,,,
,,,,,,,,,,,,440193,126638,8216,,,,,,,,,
,,,,,,,,,,,,440275,126695,8218,,,,,,,,,
,,,,,,,,,,,,440345,126792,8220,,,,,,,,,
,,,,,,,,,,,,440435,127002,8224,,,,,,,,,
,,,,,,,,,,,,440498,127064,8225,,,,,,,,,
,,,,,,,,,,,,441376,127066,8226,,,,,,,,,
,,,,,,,,,,,,441509,127124,8227,,,,,,,,,
,,,,,,,,,,,,441531,127253,8228,,,,,,,,,
,,,,,,,,,,,,442862,127254,8233,,,,,,,,,
,,,,,,,,,,,,442867,127343,8237,,,,,,,,,
,,,,,,,,,,,,442868,127385,8239,,,,,,,,,
,,,,,,,,,,,,445582,127435,8241,,,,,,,,,
,,,,,,,,,,,,448831,127579,8242,,,,,,,,,
,,,,,,,,,,,,474382,127623,8243,,,,,,,,,
,,,,,,,,,,,,493753,127665,8260,,,,,,,,,
,,,,,,,,,,,,493856,127700,8263,,,,,,,,,
,,,,,,,,,,,,494513,127707,8266,,,,,,,,,
,,,,,,,,,,,,494551,127943,8269,,,,,,,,,
,,,,,,,,,,,,541578,128153,8270,,,,,,,,,
,,,,,,,,,,,,548596,128229,8273,,,,,,,,,
,,,,,,,,,,,,641339,128239,8277,,,,,,,,,
,,,,,,,,,,,,641371,128272,8284,,,,,,,,,
,,,,,,,,,,,,642273,128360,8287,,,,,,,,,
,,,,,,,,,,,,642515,128367,8288,,,,,,,,,
,,,,,,,,,,,,642597,128368,8289,,,,,,,,,
,,,,,,,,,,,,643161,128486,8290,,,,,,,,,
,,,,,,,,,,,,643226,128611,8291,,,,,,,,,
,,,,,,,,,,,,643418,128710,8292,,,,,,,,,
,,,,,,,,,,,,643699,128822,8293,,,,,,,,,
,,,,,,,,,,,,644096,128866,8294,,,,,,,,,
,,,,,,,,,,,,644186,128869,8295,,,,,,,,,
,,,,,,,,,,,,644353,128876,8301,,,,,,,,,
,,,,,,,,,,,,646174,128989,8302,,,,,,,,,
,,,,,,,,,,,,646960,129049,8303,,,,,,,,,
,,,,,,,,,,,,647024,129080,8309,,,,,,,,,
,,,,,,,,,,,,653073,129285,8310,,,,,,,,,
,,,,,,,,,,,,653361,129521,8312,,,,,,,,,
,,,,,,,,,,,,653720,129563,8313,,,,,,,,,
,,,,,,,,,,,,654231,129787,8314,,,,,,,,,
,,,,,,,,,,,,724066,129804,8315,,,,,,,,,
,,,,,,,,,,,,727851,130013,8317,,,,,,,,,
,,,,,,,,,,,,727857,130026,8318,,,,,,,,,
,,,,,,,,,,,,728047,130132,8320,,,,,,,,,
,,,,,,,,,,,,728215,130540,8321,,,,,,,,,
,,,,,,,,,,,,728269,130617,8322,,,,,,,,,
,,,,,,,,,,,,728294,130940,8323,,,,,,,,,
,,,,,,,,,,,,728458,131034,8324,,,,,,,,,
,,,,,,,,,,,,728498,131076,8325,,,,,,,,,
,,,,,,,,,,,,729025,131096,8326,,,,,,,,,
,,,,,,,,,,,,729233,131149,8328,,,,,,,,,
,,,,,,,,,,,,729238,131177,8329,,,,,,,,,
,,,,,,,,,,,,729240,131405,8330,,,,,,,,,
,,,,,,,,,,,,729246,131450,8331,,,,,,,,,
,,,,,,,,,,,,729250,131540,8332,,,,,,,,,
,,,,,,,,,,,,729515,131566,8334,,,,,,,,,
,,,,,,,,,,,,729627,131578,8335,,,,,,,,,
,,,,,,,,,,,,729920,132001,8336,,,,,,,,,
,,,,,,,,,,,,730094,132141,8337,,,,,,,,,
,,,,,,,,,,,,768206,132160,8338,,,,,,,,,
,,,,,,,,,,,,790955,132203,8339,,,,,,,,,
,,,,,,,,,,,,100128927,132332,8340,,,,,,,,,
,,,,,,,,,,,,100129792,132612,8341,,,,,,,,,
,,,,,,,,,,,,100130086,132625,8342,,,,,,,,,
,,,,,,,,,,,,100131755,132660,8343,,,,,,,,,
,,,,,,,,,,,,100131801,132671,8344,,,,,,,,,
,,,,,,,,,,,,100132247,132989,8345,,,,,,,,,
,,,,,,,,,,,,100134444,133121,8346,,,,,,,,,
,,,,,,,,,,,,100144748,133308,8347,,,,,,,,,
,,,,,,,,,,,,100272147,133383,8348,,,,,,,,,
,,,,,,,,,,,,100287898,133418,8349,,,,,,,,,
,,,,,,,,,,,,100288072,133482,8350,,,,,,,,,
,,,,,,,,,,,,100288332,133522,8351,,,,,,,,,
,,,,,,,,,,,,100288960,133688,8352,,,,,,,,,
,,,,,,,,,,,,100289635,133690,8353,,,,,,,,,
,,,,,,,,,,,,100423062,134285,8354,,,,,,,,,
,,,,,,,,,,,,100463289,134359,8355,,,,,,,,,
,,,,,,,,,,,,100500938,134430,8356,,,,,,,,,
,,,,,,,,,,,,100506164,134510,8357,,,,,,,,,
,,,,,,,,,,,,100506581,134548,8358,,,,,,,,,
,,,,,,,,,,,,100506658,135112,8359,,,,,,,,,
,,,,,,,,,,,,100506742,135154,8360,,,,,,,,,
,,,,,,,,,,,,100820829,135228,8361,,,,,,,,,
,,,,,,,,,,,,101060200,135293,8362,,,,,,,,,
,,,,,,,,,,,,101060233,135644,8363,,,,,,,,,
,,,,,,,,,,,,101927685,135656,8364,,,,,,,,,
,,,,,,,,,,,,101928527,136051,8365,,,,,,,,,
,,,,,,,,,,,,101928917,136227,8366,,,,,,,,,
,,,,,,,,,,,,101929355,136991,8367,,,,,,,,,
,,,,,,,,,,,,102724428,137075,8368,,,,,,,,,
,,,,,,,,,,,,107986096,137682,8369,,,,,,,,,
,,,,,,,,,,,,,137868,8370,,,,,,,,,
,,,,,,,,,,,,,137872,8372,,,,,,,,,
,,,,,,,,,,,,,137886,8379,,,,,,,,,
,,,,,,,,,,,,,137902,8382,,,,,,,,,
,,,,,,,,,,,,,137994,8383,,,,,,,,,
,,,,,,,,,,,,,138046,8386,,,,,,,,,
,,,,,,,,,,,,,138255,8387,,,,,,,,,
,,,,,,,,,,,,,138639,8388,,,,,,,,,
,,,,,,,,,,,,,138716,8389,,,,,,,,,
,,,,,,,,,,,,,139065,8390,,,,,,,,,
,,,,,,,,,,,,,139189,8391,,,,,,,,,
,,,,,,,,,,,,,139212,8392,,,,,,,,,
,,,,,,,,,,,,,139341,8394,,,,,,,,,
,,,,,,,,,,,,,139628,8395,,,,,,,,,
,,,,,,,,,,,,,139716,8396,,,,,,,,,
,,,,,,,,,,,,,140460,8398,,,,,,,,,
,,,,,,,,,,,,,140469,8399,,,,,,,,,
,,,,,,,,,,,,,140625,8402,,,,,,,,,
,,,,,,,,,,,,,140679,8403,,,,,,,,,
,,,,,,,,,,,,,140683,8404,,,,,,,,,
,,,,,,,,,,,,,140688,8405,,,,,,,,,
,,,,,,,,,,,,,140689,8406,,,,,,,,,
,,,,,,,,,,,,,140690,8407,,,,,,,,,
,,,,,,,,,,,,,140699,8408,,,,,,,,,
,,,,,,,,,,,,,140700,8409,,,,,,,,,
,,,,,,,,,,,,,140706,8411,,,,,,,,,
,,,,,,,,,,,,,140710,8412,,,,,,,,,
,,,,,,,,,,,,,140733,8416,,,,,,,,,
,,,,,,,,,,,,,140803,8417,,,,,,,,,
,,,,,,,,,,,,,140873,8419,,,,,,,,,
,,,,,,,,,,,,,140885,8424,,,,,,,,,
,,,,,,,,,,,,,140886,8425,,,,,,,,,
,,,,,,,,,,,,,140894,8427,,,,,,,,,
,,,,,,,,,,,,,140902,8428,,,,,,,,,
,,,,,,,,,,,,,143098,8431,,,,,,,,,
,,,,,,,,,,,,,143162,8433,,,,,,,,,
,,,,,,,,,,,,,143187,8434,,,,,,,,,
,,,,,,,,,,,,,143425,8435,,,,,,,,,
,,,,,,,,,,,,,143458,8436,,,,,,,,,
,,,,,,,,,,,,,143872,8437,,,,,,,,,
,,,,,,,,,,,,,143888,8438,,,,,,,,,
,,,,,,,,,,,,,143903,8439,,,,,,,,,
,,,,,,,,,,,,,144100,8440,,,,,,,,,
,,,,,,,,,,,,,144108,8443,,,,,,,,,
,,,,,,,,,,,,,144193,8444,,,,,,,,,
,,,,,,,,,,,,,144233,8445,,,,,,,,,
,,,,,,,,,,,,,144245,8446,,,,,,,,,
,,,,,,,,,,,,,144402,8447,,,,,,,,,
,,,,,,,,,,,,,144406,8448,,,,,,,,,
,,,,,,,,,,,,,144453,8449,,,,,,,,,
,,,,,,,,,,,,,144535,8450,,,,,,,,,
,,,,,,,,,,,,,144717,8451,,,,,,,,,
,,,,,,,,,,,,,144809,8452,,,,,,,,,
,,,,,,,,,,,,,144811,8453,,,,,,,,,
,,,,,,,,,,,,,145173,8454,,,,,,,,,
,,,,,,,,,,,,,145264,8455,,,,,,,,,
,,,,,,,,,,,,,145270,8456,,,,,,,,,
,,,,,,,,,,,,,145282,8458,,,,,,,,,
,,,,,,,,,,,,,145407,8459,,,,,,,,,
,,,,,,,,,,,,,145482,8460,,,,,,,,,
,,,,,,,,,,,,,145501,8462,,,,,,,,,
,,,,,,,,,,,,,145508,8463,,,,,,,,,
,,,,,,,,,,,,,145581,8464,,,,,,,,,
,,,,,,,,,,,,,145942,8467,,,,,,,,,
,,,,,,,,,,,,,145957,8468,,,,,,,,,
,,,,,,,,,,,,,146198,8470,,,,,,,,,
,,,,,,,,,,,,,146206,8471,,,,,,,,,
,,,,,,,,,,,,,146212,8473,,,,,,,,,
,,,,,,,,,,,,,146325,8476,,,,,,,,,
,,,,,,,,,,,,,146429,8477,,,,,,,,,
,,,,,,,,,,,,,146540,8479,,,,,,,,,
,,,,,,,,,,,,,146547,8480,,,,,,,,,
,,,,,,,,,,,,,146691,8481,,,,,,,,,
,,,,,,,,,,,,,146712,8482,,,,,,,,,
,,,,,,,,,,,,,146713,8483,,,,,,,,,
,,,,,,,,,,,,,146754,8484,,,,,,,,,
,,,,,,,,,,,,,146852,8487,,,,,,,,,
,,,,,,,,,,,,,146862,8490,,,,,,,,,
,,,,,,,,,,,,,146894,8491,,,,,,,,,
,,,,,,,,,,,,,147007,8492,,,,,,,,,
,,,,,,,,,,,,,147138,8493,,,,,,,,,
,,,,,,,,,,,,,147179,8495,,,,,,,,,
,,,,,,,,,,,,,147199,8496,,,,,,,,,
,,,,,,,,,,,,,147339,8497,,,,,,,,,
,,,,,,,,,,,,,147381,8498,,,,,,,,,
,,,,,,,,,,,,,147495,8499,,,,,,,,,
,,,,,,,,,,,,,147710,8500,,,,,,,,,
,,,,,,,,,,,,,147744,8501,,,,,,,,,
,,,,,,,,,,,,,147798,8502,,,,,,,,,
,,,,,,,,,,,,,147841,8503,,,,,,,,,
,,,,,,,,,,,,,147968,8504,,,,,,,,,
,,,,,,,,,,,,,147991,8505,,,,,,,,,
,,,,,,,,,,,,,148022,8506,,,,,,,,,
,,,,,,,,,,,,,148113,8507,,,,,,,,,
,,,,,,,,,,,,,148137,8508,,,,,,,,,
,,,,,,,,,,,,,148327,8509,,,,,,,,,
,,,,,,,,,,,,,148345,8510,,,,,,,,,
,,,,,,,,,,,,,148479,8513,,,,,,,,,
,,,,,,,,,,,,,148523,8514,,,,,,,,,
,,,,,,,,,,,,,148545,8515,,,,,,,,,
,,,,,,,,,,,,,148641,8516,,,,,,,,,
,,,,,,,,,,,,,148823,8517,,,,,,,,,
,,,,,,,,,,,,,148870,8518,,,,,,,,,
,,,,,,,,,,,,,148979,8519,,,,,,,,,
,,,,,,,,,,,,,149095,8520,,,,,,,,,
,,,,,,,,,,,,,149111,8521,,,,,,,,,
,,,,,,,,,,,,,149233,8522,,,,,,,,,
,,,,,,,,,,,,,149371,8525,,,,,,,,,
,,,,,,,,,,,,,149563,8526,,,,,,,,,
,,,,,,,,,,,,,149628,8527,,,,,,,,,
,,,,,,,,,,,,,149951,8528,,,,,,,,,
,,,,,,,,,,,,,149954,8529,,,,,,,,,
,,,,,,,,,,,,,150094,8530,,,,,,,,,
,,,,,,,,,,,,,150159,8531,,,,,,,,,
,,,,,,,,,,,,,150209,8532,,,,,,,,,
,,,,,,,,,,,,,150223,8533,,,,,,,,,
,,,,,,,,,,,,,150274,8534,,,,,,,,,
,,,,,,,,,,,,,150275,8535,,,,,,,,,
,,,,,,,,,,,,,150280,8536,,,,,,,,,
,,,,,,,,,,,,,150356,8537,,,,,,,,,
,,,,,,,,,,,,,150368,8538,,,,,,,,,
,,,,,,,,,,,,,150572,8539,,,,,,,,,
,,,,,,,,,,,,,150677,8540,,,,,,,,,
,,,,,,,,,,,,,150684,8541,,,,,,,,,
,,,,,,,,,,,,,150726,8542,,,,,,,,,
,,,,,,,,,,,,,150864,8543,,,,,,,,,
,,,,,,,,,,,,,150962,8544,,,,,,,,,
,,,,,,,,,,,,,151056,8545,,,,,,,,,
,,,,,,,,,,,,,151112,8546,,,,,,,,,
,,,,,,,,,,,,,151126,8547,,,,,,,,,
,,,,,,,,,,,,,151176,8548,,,,,,,,,
,,,,,,,,,,,,,151254,8549,,,,,,,,,
,,,,,,,,,,,,,151295,8550,,,,,,,,,
,,,,,,,,,,,,,151306,8553,,,,,,,,,
,,,,,,,,,,,,,151393,8554,,,,,,,,,
,,,,,,,,,,,,,151449,8555,,,,,,,,,
,,,,,,,,,,,,,151516,8556,,,,,,,,,
,,,,,,,,,,,,,151790,8557,,,,,,,,,
,,,,,,,,,,,,,151827,8558,,,,,,,,,
,,,,,,,,,,,,,151887,8559,,,,,,,,,
,,,,,,,,,,,,,151888,8560,,,,,,,,,
,,,,,,,,,,,,,151903,8562,,,,,,,,,
,,,,,,,,,,,,,152002,8563,,,,,,,,,
,,,,,,,,,,,,,152065,8564,,,,,,,,,
,,,,,,,,,,,,,152078,8565,,,,,,,,,
,,,,,,,,,,,,,152100,8566,,,,,,,,,
,,,,,,,,,,,,,152110,8567,,,,,,,,,
,,,,,,,,,,,,,152189,8568,,,,,,,,,
,,,,,,,,,,,,,152206,8569,,,,,,,,,
,,,,,,,,,,,,,152273,8570,,,,,,,,,
,,,,,,,,,,,,,152330,8572,,,,,,,,,
,,,,,,,,,,,,,152485,8573,,,,,,,,,
,,,,,,,,,,,,,152519,8574,,,,,,,,,
,,,,,,,,,,,,,152579,8575,,,,,,,,,
,,,,,,,,,,,,,152831,8576,,,,,,,,,
,,,,,,,,,,,,,152926,8577,,,,,,,,,
,,,,,,,,,,,,,152940,8578,,,,,,,,,
,,,,,,,,,,,,,152992,8581,,,,,,,,,
,,,,,,,,,,,,,153090,8590,,,,,,,,,
,,,,,,,,,,,,,153129,8601,,,,,,,,,
,,,,,,,,,,,,,153222,8602,,,,,,,,,
,,,,,,,,,,,,,153241,8603,,,,,,,,,
,,,,,,,,,,,,,153396,8604,,,,,,,,,
,,,,,,,,,,,,,153443,8605,,,,,,,,,
,,,,,,,,,,,,,153768,8607,,,,,,,,,
,,,,,,,,,,,,,153830,8608,,,,,,,,,
,,,,,,,,,,,,,154141,8609,,,,,,,,,
,,,,,,,,,,,,,154313,8611,,,,,,,,,
,,,,,,,,,,,,,154664,8612,,,,,,,,,
,,,,,,,,,,,,,155061,8613,,,,,,,,,
,,,,,,,,,,,,,155185,8614,,,,,,,,,
,,,,,,,,,,,,,155382,8615,,,,,,,,,
,,,,,,,,,,,,,157378,8618,,,,,,,,,
,,,,,,,,,,,,,157680,8620,,,,,,,,,
,,,,,,,,,,,,,157848,8621,,,,,,,,,
,,,,,,,,,,,,,157869,8622,,,,,,,,,
,,,,,,,,,,,,,158038,8623,,,,,,,,,
,,,,,,,,,,,,,158135,8624,,,,,,,,,
,,,,,,,,,,,,,158219,8625,,,,,,,,,
,,,,,,,,,,,,,158326,8626,,,,,,,,,
,,,,,,,,,,,,,158358,8629,,,,,,,,,
,,,,,,,,,,,,,158376,8630,,,,,,,,,
,,,,,,,,,,,,,158399,8631,,,,,,,,,
,,,,,,,,,,,,,158521,8632,,,,,,,,,
,,,,,,,,,,,,,158584,8633,,,,,,,,,
,,,,,,,,,,,,,159296,8634,,,,,,,,,
,,,,,,,,,,,,,159371,8635,,,,,,,,,
,,,,,,,,,,,,,160140,8636,,,,,,,,,
,,,,,,,,,,,,,160364,8637,,,,,,,,,
,,,,,,,,,,,,,160365,8638,,,,,,,,,
,,,,,,,,,,,,,160762,8639,,,,,,,,,
,,,,,,,,,,,,,160851,8642,,,,,,,,,
,,,,,,,,,,,,,160897,8643,,,,,,,,,
,,,,,,,,,,,,,161357,8644,,,,,,,,,
,,,,,,,,,,,,,161394,8645,,,,,,,,,
,,,,,,,,,,,,,161424,8646,,,,,,,,,
,,,,,,,,,,,,,161514,8647,,,,,,,,,
,,,,,,,,,,,,,161753,8648,,,,,,,,,
,,,,,,,,,,,,,161882,8649,,,,,,,,,
,,,,,,,,,,,,,162394,8650,,,,,,,,,
,,,,,,,,,,,,,162515,8653,,,,,,,,,
,,,,,,,,,,,,,162517,8654,,,,,,,,,
,,,,,,,,,,,,,162966,8655,,,,,,,,,
,,,,,,,,,,,,,163051,8658,,,,,,,,,
,,,,,,,,,,,,,163223,8659,,,,,,,,,
,,,,,,,,,,,,,163486,8660,,,,,,,,,
,,,,,,,,,,,,,163702,8661,,,,,,,,,
,,,,,,,,,,,,,163732,8662,,,,,,,,,
,,,,,,,,,,,,,163782,8663,,,,,,,,,
,,,,,,,,,,,,,163933,8664,,,,,,,,,
,,,,,,,,,,,,,164045,8665,,,,,,,,,
,,,,,,,,,,,,,164633,8666,,,,,,,,,
,,,,,,,,,,,,,164656,8667,,,,,,,,,
,,,,,,,,,,,,,164684,8668,,,,,,,,,
,,,,,,,,,,,,,164714,8669,,,,,,,,,
,,,,,,,,,,,,,164832,8671,,,,,,,,,
,,,,,,,,,,,,,165215,8672,,,,,,,,,
,,,,,,,,,,,,,165324,8673,,,,,,,,,
,,,,,,,,,,,,,165721,8674,,,,,,,,,
,,,,,,,,,,,,,166378,8675,,,,,,,,,
,,,,,,,,,,,,,166379,8676,,,,,,,,,
,,,,,,,,,,,,,166614,8677,,,,,,,,,
,,,,,,,,,,,,,166752,8678,,,,,,,,,
,,,,,,,,,,,,,166824,8682,,,,,,,,,
,,,,,,,,,,,,,166968,8683,,,,,,,,,
,,,,,,,,,,,,,167826,8685,,,,,,,,,
,,,,,,,,,,,,,167838,8687,,,,,,,,,
,,,,,,,,,,,,,168537,8688,,,,,,,,,
,,,,,,,,,,,,,168850,8689,,,,,,,,,
,,,,,,,,,,,,,169026,8690,,,,,,,,,
,,,,,,,,,,,,,169044,8692,,,,,,,,,
,,,,,,,,,,,,,169355,8693,,,,,,,,,
,,,,,,,,,,,,,169522,8694,,,,,,,,,
,,,,,,,,,,,,,169714,8697,,,,,,,,,
,,,,,,,,,,,,,169792,8698,,,,,,,,,
,,,,,,,,,,,,,169841,8701,,,,,,,,,
,,,,,,,,,,,,,170371,8702,,,,,,,,,
,,,,,,,,,,,,,170392,8703,,,,,,,,,
,,,,,,,,,,,,,170463,8704,,,,,,,,,
,,,,,,,,,,,,,170506,8705,,,,,,,,,
,,,,,,,,,,,,,170572,8706,,,,,,,,,
,,,,,,,,,,,,,170591,8707,,,,,,,,,
,,,,,,,,,,,,,170622,8708,,,,,,,,,
,,,,,,,,,,,,,170626,8710,,,,,,,,,
,,,,,,,,,,,,,170679,8711,,,,,,,,,
,,,,,,,,,,,,,170691,8712,,,,,,,,,
,,,,,,,,,,,,,170692,8714,,,,,,,,,
,,,,,,,,,,,,,170954,8715,,,,,,,,,
,,,,,,,,,,,,,171024,8717,,,,,,,,,
,,,,,,,,,,,,,171389,8718,,,,,,,,,
,,,,,,,,,,,,,171586,8720,,,,,,,,,
,,,,,,,,,,,,,192668,8721,,,,,,,,,
,,,,,,,,,,,,,192683,8722,,,,,,,,,
,,,,,,,,,,,,,195814,8723,,,,,,,,,
,,,,,,,,,,,,,195828,8724,,,,,,,,,
,,,,,,,,,,,,,196264,8725,,,,,,,,,
,,,,,,,,,,,,,196294,8726,,,,,,,,,
,,,,,,,,,,,,,196374,8727,,,,,,,,,
,,,,,,,,,,,,,196383,8728,,,,,,,,,
,,,,,,,,,,,,,196385,8729,,,,,,,,,
,,,,,,,,,,,,,196500,8731,,,,,,,,,
,,,,,,,,,,,,,196527,8732,,,,,,,,,
,,,,,,,,,,,,,196528,8733,,,,,,,,,
,,,,,,,,,,,,,196740,8735,,,,,,,,,
,,,,,,,,,,,,,196743,8736,,,,,,,,,
,,,,,,,,,,,,,196951,8737,,,,,,,,,
,,,,,,,,,,,,,197021,8738,,,,,,,,,
,,,,,,,,,,,,,197131,8739,,,,,,,,,
,,,,,,,,,,,,,197320,8740,,,,,,,,,
,,,,,,,,,,,,,197358,8741,,,,,,,,,
,,,,,,,,,,,,,197370,8742,,,,,,,,,
,,,,,,,,,,,,,199675,8744,,,,,,,,,
,,,,,,,,,,,,,199692,8745,,,,,,,,,
,,,,,,,,,,,,,199857,8747,,,,,,,,,
,,,,,,,,,,,,,200185,8748,,,,,,,,,
,,,,,,,,,,,,,200186,8749,,,,,,,,,
,,,,,,,,,,,,,200315,8751,,,,,,,,,
,,,,,,,,,,,,,200734,8754,,,,,,,,,
,,,,,,,,,,,,,200933,8756,,,,,,,,,
,,,,,,,,,,,,,200942,8760,,,,,,,,,
,,,,,,,,,,,,,201134,8761,,,,,,,,,
,,,,,,,,,,,,,201176,8763,,,,,,,,,
,,,,,,,,,,,,,201229,8764,,,,,,,,,
,,,,,,,,,,,,,201232,8766,,,,,,,,,
,,,,,,,,,,,,,201292,8767,,,,,,,,,
,,,,,,,,,,,,,201294,8771,,,,,,,,,
,,,,,,,,,,,,,201475,8772,,,,,,,,,
,,,,,,,,,,,,,201501,8773,,,,,,,,,
,,,,,,,,,,,,,201798,8774,,,,,,,,,
,,,,,,,,,,,,,201931,8775,,,,,,,,,
,,,,,,,,,,,,,201973,8776,,,,,,,,,
,,,,,,,,,,,,,202151,8777,,,,,,,,,
,,,,,,,,,,,,,202243,8778,,,,,,,,,
,,,,,,,,,,,,,202559,8780,,,,,,,,,
,,,,,,,,,,,,,203062,8784,,,,,,,,,
,,,,,,,,,,,,,203068,8785,,,,,,,,,
,,,,,,,,,,,,,203076,8786,,,,,,,,,
,,,,,,,,,,,,,203238,8787,,,,,,,,,
,,,,,,,,,,,,,203245,8788,,,,,,,,,
